,state,zip,returnsCount,returnsSingleCount,returnsJointCount,returnsHOHCount,totalIncome,standardDeductionReturnsCount,childDeductionCount
357,AL,36205,0.0,160.0,220.0,570.0,50.0,862.0,0.0
358,AL,36206,130.0,2360.0,3600.0,8890.0,360.0,4854.0,83.0
359,AL,36207,330.0,4610.0,5770.0,16070.0,1340.0,27721.0,112.0
360,AL,36250,50.0,1250.0,1530.0,4280.0,220.0,3584.0,35.0
361,AL,36251,60.0,1380.0,1510.0,4060.0,180.0,2305.0,36.0
362,AL,36255,0.0,250.0,250.0,710.0,0.0,0.0,6.0
363,AL,36256,0.0,320.0,430.0,1210.0,30.0,571.0,8.0
364,AL,36258,20.0,420.0,480.0,1420.0,70.0,0.0,12.0
365,AL,36260,70.0,830.0,1290.0,3380.0,100.0,2593.0,38.0
366,AL,36262,40.0,330.0,390.0,1170.0,20.0,0.0,16.0
367,AL,36263,20.0,140.0,140.0,430.0,0.0,0.0,6.0
368,AL,36264,140.0,2100.0,2400.0,7100.0,280.0,8055.0,58.0
369,AL,36265,180.0,4080.0,5620.0,14530.0,900.0,12684.0,116.0
370,AL,36266,50.0,1360.0,1580.0,4480.0,200.0,3180.0,41.0
371,AL,36268,70.0,1160.0,1770.0,4770.0,160.0,4334.0,50.0
372,AL,36269,50.0,290.0,350.0,1080.0,20.0,0.0,10.0
373,AL,36271,70.0,1440.0,1880.0,5130.0,250.0,3141.0,42.0
374,AL,36272,120.0,3250.0,3630.0,9790.0,370.0,5064.0,85.0
375,AL,36273,110.0,720.0,710.0,2340.0,90.0,1687.0,23.0
376,AL,36274,100.0,3090.0,3180.0,8790.0,260.0,4289.0,120.0
377,AL,36276,0.0,600.0,580.0,1690.0,70.0,764.0,20.0
378,AL,36277,40.0,1170.0,1840.0,4650.0,210.0,2241.0,44.0
379,AL,36278,50.0,1400.0,1170.0,3970.0,320.0,8496.0,31.0
380,AL,36279,30.0,680.0,770.0,2160.0,90.0,1205.0,21.0
381,AL,36280,40.0,1130.0,1030.0,3220.0,120.0,1717.0,33.0
382,AL,36301,450.0,8120.0,11440.0,30770.0,1460.0,28106.0,262.0
383,AL,36303,450.0,6880.0,8770.0,24840.0,1770.0,34757.0,208.0
384,AL,36305,220.0,3630.0,4420.0,13920.0,1420.0,30390.0,78.0
385,AL,36310,100.0,1450.0,1620.0,4690.0,300.0,4013.0,28.0
386,AL,36311,60.0,610.0,720.0,2190.0,90.0,1067.0,13.0
387,AL,36312,70.0,1330.0,1800.0,5010.0,240.0,3361.0,50.0
388,AL,36314,0.0,140.0,160.0,500.0,0.0,0.0,0.0
389,AL,36316,30.0,420.0,520.0,1540.0,90.0,865.0,15.0
390,AL,36317,0.0,100.0,120.0,330.0,0.0,0.0,0.0
391,AL,36318,0.0,270.0,340.0,1040.0,30.0,0.0,6.0
392,AL,36319,0.0,510.0,630.0,1770.0,100.0,1425.0,14.0
393,AL,36320,30.0,750.0,1000.0,2720.0,90.0,994.0,28.0
394,AL,36321,20.0,430.0,580.0,1620.0,50.0,662.0,19.0
395,AL,36322,140.0,1580.0,2620.0,6710.0,270.0,3105.0,55.0
396,AL,36323,90.0,1650.0,2140.0,5920.0,210.0,2752.0,52.0
397,AL,36330,520.0,7020.0,11290.0,32200.0,2160.0,32555.0,255.0
398,AL,36340,50.0,1080.0,1430.0,4100.0,170.0,1886.0,30.0
399,AL,36343,0.0,360.0,410.0,1100.0,30.0,0.0,11.0
400,AL,36344,80.0,1040.0,1540.0,4450.0,180.0,1973.0,39.0
401,AL,36345,120.0,2080.0,2560.0,7650.0,510.0,6405.0,70.0
402,AL,36346,30.0,310.0,410.0,1240.0,40.0,0.0,11.0
403,AL,36350,80.0,1560.0,2370.0,6430.0,290.0,4959.0,56.0
404,AL,36351,50.0,780.0,1090.0,3250.0,160.0,1846.0,18.0
405,AL,36352,70.0,1180.0,1480.0,4690.0,230.0,3820.0,30.0
406,AL,36353,30.0,460.0,560.0,1670.0,80.0,0.0,17.0
407,AL,36360,270.0,4060.0,5700.0,15590.0,780.0,10302.0,128.0
408,AL,36362,0.0,300.0,1200.0,3440.0,170.0,626.0,90.0
409,AL,36370,0.0,200.0,280.0,740.0,0.0,0.0,5.0
410,AL,36373,0.0,140.0,150.0,430.0,0.0,0.0,0.0
411,AL,36374,30.0,280.0,310.0,970.0,30.0,0.0,8.0
412,AL,36375,90.0,1590.0,2050.0,5920.0,210.0,2742.0,48.0
413,AL,36376,20.0,460.0,620.0,1760.0,70.0,891.0,16.0
414,AL,36401,120.0,1670.0,1980.0,5590.0,170.0,3569.0,54.0
415,AL,36420,170.0,2540.0,3130.0,9090.0,490.0,8321.0,102.0
416,AL,36421,160.0,2060.0,2490.0,7340.0,460.0,7480.0,66.0
417,AL,36425,0.0,170.0,190.0,550.0,0.0,0.0,0.0
418,AL,36426,200.0,3010.0,3960.0,11570.0,490.0,6794.0,89.0
419,AL,36432,30.0,530.0,660.0,1890.0,40.0,753.0,25.0
420,AL,36435,0.0,110.0,120.0,360.0,0.0,0.0,0.0
421,AL,36436,0.0,140.0,150.0,400.0,0.0,0.0,0.0
422,AL,36441,30.0,840.0,1060.0,3100.0,90.0,1086.0,21.0
423,AL,36442,40.0,590.0,830.0,2270.0,90.0,701.0,14.0
424,AL,36444,30.0,120.0,140.0,470.0,0.0,0.0,0.0
425,AL,36445,150.0,850.0,1090.0,3340.0,100.0,1151.0,31.0
426,AL,36451,70.0,1280.0,1300.0,3790.0,200.0,3530.0,28.0
427,AL,36453,20.0,500.0,640.0,1810.0,80.0,0.0,17.0
428,AL,36456,20.0,480.0,510.0,1430.0,40.0,0.0,16.0
429,AL,36460,340.0,1840.0,2380.0,7190.0,340.0,6478.0,68.0
430,AL,36467,110.0,2160.0,2700.0,7630.0,370.0,4307.0,72.0
431,AL,36471,30.0,190.0,250.0,770.0,0.0,0.0,8.0
432,AL,36474,30.0,700.0,800.0,2310.0,90.0,600.0,17.0
433,AL,36475,60.0,380.0,510.0,1450.0,50.0,901.0,17.0
434,AL,36477,50.0,1010.0,1220.0,3680.0,150.0,1042.0,24.0
435,AL,36480,50.0,390.0,430.0,1380.0,40.0,746.0,10.0
436,AL,36482,0.0,230.0,270.0,710.0,0.0,0.0,10.0
437,AL,36483,0.0,90.0,110.0,330.0,0.0,0.0,0.0
438,AL,36502,220.0,3390.0,4500.0,12280.0,410.0,7697.0,119.0
439,AL,36505,0.0,400.0,450.0,1320.0,50.0,1458.0,7.0
440,AL,36507,240.0,3860.0,5940.0,16000.0,740.0,13897.0,123.0
441,AL,36509,40.0,480.0,520.0,1620.0,20.0,0.0,8.0
442,AL,36511,0.0,150.0,240.0,650.0,30.0,0.0,5.0
443,AL,36518,30.0,620.0,610.0,2050.0,90.0,1930.0,10.0
444,AL,36521,50.0,1200.0,1490.0,4240.0,160.0,3927.0,26.0
445,AL,36522,60.0,1840.0,2030.0,6020.0,190.0,4208.0,38.0
446,AL,36523,30.0,570.0,670.0,2080.0,90.0,1267.0,11.0
447,AL,36524,0.0,290.0,260.0,840.0,40.0,567.0,7.0
448,AL,36525,20.0,500.0,550.0,1580.0,50.0,1022.0,10.0
449,AL,36526,650.0,7090.0,10440.0,32060.0,2940.0,52446.0,170.0
450,AL,36527,250.0,3530.0,4590.0,15990.0,1790.0,38887.0,53.0
451,AL,36528,40.0,480.0,470.0,1460.0,220.0,3164.0,5.0
452,AL,36529,0.0,150.0,130.0,430.0,0.0,0.0,0.0
453,AL,36530,170.0,1670.0,2190.0,6650.0,540.0,7536.0,45.0
454,AL,36532,590.0,8120.0,8410.0,30350.0,4510.0,81036.0,114.0
455,AL,36535,820.0,6530.0,9980.0,27870.0,2140.0,18683.0,175.0
456,AL,36538,0.0,80.0,90.0,270.0,0.0,0.0,0.0
457,AL,36539,0.0,190.0,200.0,560.0,0.0,0.0,0.0
458,AL,36540,0.0,210.0,310.0,800.0,0.0,0.0,13.0
459,AL,36541,150.0,3570.0,4370.0,12730.0,450.0,10980.0,94.0
460,AL,36542,350.0,3530.0,4310.0,12970.0,1540.0,22573.0,58.0
461,AL,36544,140.0,2650.0,3370.0,9510.0,220.0,5500.0,57.0
462,AL,36545,130.0,2260.0,2460.0,7170.0,310.0,5718.0,45.0
463,AL,36548,0.0,310.0,310.0,920.0,30.0,584.0,7.0
464,AL,36549,100.0,1250.0,1480.0,4430.0,530.0,4252.0,20.0
465,AL,36551,170.0,1840.0,2970.0,8530.0,400.0,6092.0,64.0
466,AL,36553,40.0,820.0,930.0,2720.0,30.0,2016.0,19.0
467,AL,36555,30.0,380.0,300.0,1100.0,180.0,4564.0,0.0
468,AL,36558,40.0,960.0,870.0,2880.0,90.0,1611.0,22.0
469,AL,36560,40.0,840.0,920.0,2580.0,20.0,2093.0,19.0
470,AL,36561,210.0,2540.0,2280.0,7680.0,1310.0,28163.0,22.0
471,AL,36562,20.0,330.0,560.0,1580.0,30.0,488.0,14.0
472,AL,36567,260.0,2540.0,4310.0,12050.0,480.0,7457.0,86.0
473,AL,36569,0.0,210.0,220.0,680.0,0.0,0.0,0.0
474,AL,36571,230.0,3970.0,5160.0,14680.0,720.0,17307.0,85.0
475,AL,36572,90.0,1720.0,2080.0,6220.0,330.0,6365.0,38.0
476,AL,36574,30.0,280.0,410.0,1180.0,60.0,694.0,9.0
477,AL,36575,300.0,4580.0,6450.0,18200.0,670.0,18192.0,124.0
478,AL,36576,80.0,1000.0,1480.0,4410.0,260.0,3355.0,32.0
479,AL,36578,30.0,420.0,640.0,1790.0,80.0,1510.0,12.0
480,AL,36579,20.0,410.0,470.0,1320.0,70.0,1623.0,12.0
481,AL,36580,140.0,1290.0,2010.0,5620.0,310.0,3929.0,36.0
482,AL,36582,300.0,5600.0,7440.0,20330.0,940.0,20281.0,139.0
483,AL,36583,0.0,150.0,170.0,510.0,0.0,0.0,0.0
484,AL,36584,0.0,180.0,170.0,560.0,0.0,0.0,0.0
485,AL,36585,0.0,210.0,240.0,780.0,0.0,491.0,5.0
486,AL,36587,120.0,2350.0,3100.0,9260.0,290.0,6070.0,60.0
487,AL,36602,0.0,250.0,310.0,730.0,100.0,1944.0,0.0
488,AL,36603,90.0,1470.0,2020.0,4850.0,50.0,2255.0,44.0
489,AL,36604,130.0,1840.0,2570.0,6930.0,620.0,10054.0,39.0
490,AL,36605,360.0,6190.0,8140.0,20610.0,560.0,12883.0,154.0
491,AL,36606,280.0,4400.0,6110.0,15130.0,710.0,10811.0,102.0
492,AL,36607,90.0,1490.0,1810.0,4740.0,340.0,7943.0,26.0
493,AL,36608,530.0,8750.0,10680.0,30200.0,2980.0,69676.0,186.0
494,AL,36609,380.0,5300.0,7590.0,19200.0,1160.0,17526.0,127.0
495,AL,36610,130.0,2550.0,3100.0,7610.0,40.0,2028.0,55.0
496,AL,36611,70.0,1260.0,1960.0,4890.0,100.0,1890.0,45.0
497,AL,36612,50.0,940.0,1260.0,3090.0,20.0,694.0,24.0
498,AL,36613,170.0,2760.0,3620.0,9330.0,230.0,6012.0,68.0
499,AL,36617,210.0,3010.0,3820.0,9160.0,140.0,3591.0,83.0
500,AL,36618,320.0,4310.0,5790.0,14850.0,480.0,14294.0,142.0
501,AL,36619,240.0,3570.0,4390.0,12580.0,780.0,15123.0,75.0
502,AL,36693,330.0,4460.0,5740.0,15930.0,1390.0,23005.0,102.0
503,AL,36695,690.0,10970.0,15110.0,43870.0,3250.0,61537.0,251.0
504,AL,36701,500.0,4970.0,6110.0,16280.0,770.0,13847.0,131.0
505,AL,36703,320.0,2380.0,3130.0,8240.0,190.0,4169.0,76.0
506,AL,36720,0.0,190.0,280.0,680.0,0.0,0.0,6.0
507,AL,36722,0.0,90.0,110.0,320.0,0.0,0.0,0.0
508,AL,36726,60.0,1170.0,1200.0,3640.0,200.0,2568.0,24.0
509,AL,36728,0.0,150.0,160.0,500.0,0.0,0.0,0.0
510,AL,36732,100.0,1950.0,2360.0,6900.0,390.0,6807.0,41.0
511,AL,36736,0.0,290.0,380.0,1040.0,0.0,545.0,10.0
512,AL,36738,0.0,230.0,260.0,780.0,0.0,0.0,8.0
513,AL,36740,20.0,210.0,360.0,890.0,0.0,500.0,7.0
514,AL,36742,40.0,580.0,660.0,1980.0,100.0,1202.0,14.0
515,AL,36744,80.0,1660.0,1780.0,4980.0,160.0,2703.0,49.0
516,AL,36748,40.0,750.0,870.0,2420.0,120.0,1886.0,16.0
517,AL,36749,0.0,190.0,270.0,720.0,0.0,0.0,10.0
518,AL,36750,40.0,810.0,860.0,2510.0,50.0,1170.0,26.0
519,AL,36751,0.0,210.0,240.0,680.0,0.0,0.0,7.0
520,AL,36752,30.0,360.0,460.0,1300.0,80.0,873.0,12.0
521,AL,36754,0.0,70.0,80.0,220.0,0.0,0.0,0.0
522,AL,36756,90.0,1040.0,1450.0,4010.0,120.0,2274.0,32.0
523,AL,36758,20.0,330.0,350.0,1050.0,40.0,0.0,11.0
524,AL,36759,30.0,370.0,430.0,1110.0,40.0,0.0,10.0
525,AL,36761,20.0,230.0,260.0,710.0,20.0,0.0,8.0
526,AL,36765,0.0,300.0,310.0,880.0,0.0,0.0,10.0
527,AL,36767,50.0,420.0,510.0,1350.0,30.0,610.0,11.0
528,AL,36768,30.0,190.0,190.0,520.0,20.0,0.0,5.0
529,AL,36769,80.0,620.0,790.0,2220.0,50.0,997.0,17.0
530,AL,36773,0.0,90.0,90.0,260.0,0.0,0.0,0.0
531,AL,36775,30.0,180.0,190.0,550.0,30.0,0.0,8.0
532,AL,36776,40.0,360.0,470.0,1210.0,0.0,584.0,17.0
533,AL,36782,50.0,540.0,600.0,1730.0,60.0,990.0,13.0
534,AL,36783,0.0,220.0,210.0,640.0,20.0,0.0,4.0
535,AL,36784,100.0,1790.0,2180.0,6130.0,340.0,6131.0,40.0
536,AL,36785,30.0,280.0,320.0,910.0,40.0,725.0,9.0
537,AL,36786,50.0,700.0,900.0,2390.0,0.0,753.0,24.0
538,AL,36790,0.0,70.0,60.0,210.0,0.0,0.0,0.0
539,AL,36792,20.0,270.0,310.0,930.0,0.0,0.0,8.0
540,AL,36793,0.0,120.0,140.0,420.0,0.0,0.0,0.0
541,AL,36801,530.0,5410.0,6810.0,19480.0,1480.0,34446.0,136.0
542,AL,36804,390.0,4580.0,6160.0,17130.0,880.0,20227.0,145.0
543,AL,36830,740.0,7980.0,10260.0,32680.0,4360.0,105185.0,130.0
544,AL,36832,350.0,3470.0,6410.0,15740.0,1080.0,22594.0,97.0
545,AL,36850,40.0,580.0,730.0,2050.0,50.0,1061.0,21.0
546,AL,36852,40.0,620.0,780.0,2120.0,60.0,859.0,24.0
547,AL,36853,170.0,1920.0,2250.0,7030.0,670.0,16197.0,43.0
548,AL,36854,200.0,4400.0,4920.0,12690.0,540.0,10592.0,128.0
549,AL,36855,20.0,380.0,350.0,960.0,40.0,577.0,11.0
550,AL,36856,90.0,1570.0,2410.0,7100.0,210.0,6836.0,79.0
551,AL,36858,0.0,120.0,130.0,360.0,0.0,0.0,0.0
552,AL,36860,30.0,330.0,390.0,1060.0,30.0,0.0,13.0
553,AL,36861,50.0,730.0,850.0,2600.0,270.0,5602.0,21.0
554,AL,36862,120.0,1570.0,1590.0,4410.0,190.0,3410.0,48.0
555,AL,36863,140.0,3330.0,3380.0,8990.0,360.0,8320.0,105.0
556,AL,36866,60.0,920.0,1180.0,3130.0,130.0,1680.0,26.0
557,AL,36867,250.0,5090.0,6420.0,16770.0,1080.0,20177.0,156.0
558,AL,36869,240.0,4940.0,6340.0,16270.0,460.0,10582.0,182.0
559,AL,36870,180.0,4420.0,5890.0,16070.0,660.0,13490.0,165.0
560,AL,36871,0.0,270.0,320.0,840.0,40.0,742.0,9.0
561,AL,36874,150.0,2190.0,2660.0,7860.0,430.0,11033.0,71.0
562,AL,36875,50.0,1170.0,1330.0,3770.0,200.0,2712.0,29.0
563,AL,36877,170.0,3110.0,3690.0,10500.0,670.0,13383.0,76.0
564,AL,36879,50.0,620.0,670.0,2540.0,230.0,5435.0,12.0
565,AL,36904,40.0,950.0,1050.0,2930.0,180.0,2119.0,12.0
566,AL,36907,20.0,390.0,470.0,1230.0,40.0,497.0,12.0
567,AL,36908,0.0,610.0,630.0,1820.0,70.0,1399.0,7.0
568,AL,36912,0.0,420.0,510.0,1330.0,20.0,821.0,12.0
569,AL,36915,0.0,160.0,160.0,470.0,0.0,0.0,0.0
570,AL,36916,0.0,110.0,160.0,440.0,0.0,0.0,0.0
571,AL,36919,40.0,500.0,550.0,1510.0,40.0,1354.0,8.0
572,AL,36921,0.0,290.0,290.0,830.0,30.0,0.0,0.0
573,AL,36922,0.0,100.0,160.0,390.0,0.0,0.0,5.0
574,AL,36925,40.0,670.0,920.0,2220.0,50.0,1085.0,21.0
575,AL,99999,1510.0,16770.0,14860.0,48980.0,4400.0,145651.0,229.0
577,AK,99501,500.0,3050.0,4960.0,12210.0,1840.0,25349.0,74.0
578,AK,99502,720.0,4520.0,7580.0,21350.0,2800.0,40021.0,95.0
579,AK,99503,400.0,3090.0,5150.0,12160.0,1380.0,17650.0,82.0
580,AK,99504,940.0,6700.0,13810.0,35600.0,3290.0,35389.0,258.0
581,AK,99505,50.0,580.0,2100.0,5020.0,160.0,850.0,159.0
582,AK,99506,40.0,660.0,2560.0,5590.0,190.0,1525.0,271.0
583,AK,99507,1030.0,7020.0,12320.0,33440.0,4130.0,56992.0,193.0
584,AK,99508,740.0,5950.0,10980.0,27860.0,2760.0,25394.0,214.0
585,AK,99515,720.0,4540.0,6970.0,20840.0,2770.0,45559.0,84.0
586,AK,99516,630.0,4440.0,4980.0,19800.0,3780.0,79632.0,35.0
587,AK,99517,460.0,3430.0,5160.0,13710.0,2100.0,23388.0,80.0
588,AK,99518,290.0,1990.0,3510.0,8720.0,1030.0,11711.0,53.0
589,AK,99540,0.0,60.0,70.0,220.0,40.0,0.0,0.0
590,AK,99556,40.0,480.0,650.0,2110.0,200.0,1133.0,3.0
591,AK,99559,190.0,690.0,2100.0,6070.0,350.0,3068.0,16.0
592,AK,99567,230.0,1590.0,2590.0,8330.0,1020.0,15832.0,31.0
593,AK,99568,0.0,50.0,80.0,260.0,20.0,0.0,0.0
594,AK,99572,0.0,130.0,130.0,400.0,60.0,0.0,0.0
595,AK,99573,30.0,170.0,260.0,800.0,70.0,0.0,4.0
596,AK,99577,660.0,4770.0,8100.0,25860.0,3310.0,56682.0,137.0
597,AK,99586,0.0,100.0,120.0,380.0,30.0,0.0,0.0
598,AK,99588,30.0,290.0,430.0,1270.0,110.0,616.0,7.0
599,AK,99603,290.0,2510.0,2850.0,10290.0,1430.0,11878.0,40.0
600,AK,99610,80.0,500.0,660.0,2140.0,250.0,1232.0,10.0
601,AK,99611,350.0,2770.0,4310.0,12660.0,1420.0,11510.0,50.0
602,AK,99615,550.0,3530.0,3900.0,11960.0,1120.0,12320.0,156.0
603,AK,99631,0.0,60.0,70.0,260.0,30.0,0.0,0.0
604,AK,99639,40.0,270.0,340.0,1150.0,180.0,568.0,0.0
605,AK,99645,640.0,5320.0,8590.0,27290.0,2540.0,34390.0,104.0
606,AK,99654,660.0,6380.0,10410.0,32030.0,2510.0,37082.0,128.0
607,AK,99664,110.0,940.0,1480.0,4010.0,510.0,3075.0,25.0
608,AK,99669,470.0,3440.0,4830.0,15040.0,1810.0,19699.0,59.0
609,AK,99672,110.0,810.0,1040.0,3200.0,370.0,3489.0,12.0
610,AK,99674,30.0,310.0,440.0,1370.0,160.0,832.0,5.0
611,AK,99676,60.0,360.0,590.0,1710.0,200.0,888.0,8.0
612,AK,99686,80.0,680.0,1250.0,3530.0,350.0,2533.0,16.0
613,AK,99688,70.0,650.0,850.0,2610.0,270.0,2947.0,7.0
614,AK,99701,300.0,3260.0,5930.0,13900.0,1300.0,9675.0,93.0
615,AK,99702,20.0,210.0,1240.0,2960.0,100.0,0.0,119.0
616,AK,99703,50.0,750.0,2860.0,6410.0,170.0,576.0,222.0
617,AK,99705,340.0,3150.0,6780.0,18290.0,1400.0,12579.0,132.0
618,AK,99709,430.0,4100.0,7300.0,19480.0,2370.0,19064.0,81.0
619,AK,99712,200.0,1780.0,2860.0,8720.0,1040.0,9288.0,34.0
620,AK,99714,0.0,210.0,310.0,940.0,90.0,0.0,5.0
621,AK,99737,90.0,740.0,1180.0,3930.0,280.0,2269.0,14.0
622,AK,99743,20.0,280.0,390.0,1050.0,110.0,0.0,0.0
623,AK,99760,20.0,140.0,210.0,670.0,80.0,0.0,0.0
624,AK,99780,50.0,380.0,510.0,1540.0,130.0,0.0,4.0
625,AK,99801,600.0,4430.0,7650.0,21790.0,3210.0,31683.0,83.0
626,AK,99824,50.0,440.0,650.0,1880.0,360.0,2152.0,4.0
627,AK,99827,90.0,450.0,770.0,2290.0,380.0,1754.0,15.0
628,AK,99833,80.0,940.0,800.0,3010.0,460.0,2924.0,17.0
629,AK,99835,130.0,2630.0,2590.0,7590.0,1310.0,8837.0,56.0
630,AK,99901,290.0,2820.0,3880.0,11270.0,1490.0,10830.0,67.0
631,AK,99999,3330.0,29280.0,43610.0,132030.0,15570.0,102509.0,403.0
633,AZ,85003,170.0,1840.0,2740.0,6830.0,920.0,19425.0,36.0
634,AZ,85004,160.0,1580.0,2660.0,5610.0,750.0,13371.0,30.0
635,AZ,85006,500.0,4520.0,7100.0,18420.0,670.0,13335.0,130.0
636,AZ,85007,240.0,2640.0,3990.0,11230.0,640.0,15078.0,70.0
637,AZ,85008,1350.0,11570.0,18130.0,46960.0,1330.0,24092.0,371.0
638,AZ,85009,1040.0,9930.0,12440.0,38850.0,290.0,7928.0,317.0
639,AZ,85012,170.0,1920.0,2580.0,6750.0,1190.0,36818.0,35.0
640,AZ,85013,380.0,4480.0,7070.0,17240.0,2050.0,42103.0,105.0
641,AZ,85014,530.0,5350.0,8650.0,20850.0,2020.0,43087.0,136.0
642,AZ,85015,750.0,7740.0,12120.0,32100.0,1060.0,19450.0,253.0
643,AZ,85016,780.0,8970.0,12030.0,31250.0,4400.0,136952.0,178.0
644,AZ,85017,840.0,7740.0,10580.0,30780.0,350.0,5871.0,246.0
645,AZ,85018,690.0,9730.0,9830.0,31950.0,6010.0,224165.0,125.0
646,AZ,85019,590.0,6000.0,8120.0,23900.0,290.0,7176.0,209.0
647,AZ,85020,720.0,8160.0,10030.0,28400.0,3940.0,82404.0,165.0
648,AZ,85021,710.0,8080.0,11440.0,32470.0,2760.0,68262.0,203.0
649,AZ,85022,1080.0,10470.0,15770.0,42100.0,4270.0,75433.0,290.0
650,AZ,85023,770.0,7020.0,10680.0,30240.0,2290.0,49824.0,218.0
651,AZ,85024,480.0,5310.0,8510.0,23430.0,2280.0,44598.0,128.0
652,AZ,85027,780.0,7170.0,13200.0,33130.0,1770.0,28034.0,266.0
653,AZ,85028,520.0,5710.0,5270.0,18950.0,3800.0,110755.0,69.0
654,AZ,85029,930.0,8580.0,14780.0,38950.0,1730.0,25225.0,332.0
655,AZ,85031,710.0,7120.0,9070.0,27340.0,170.0,3800.0,250.0
656,AZ,85032,1430.0,14510.0,20720.0,57380.0,4620.0,81700.0,372.0
657,AZ,85033,1140.0,12870.0,17530.0,52410.0,370.0,10522.0,518.0
658,AZ,85034,90.0,1010.0,1780.0,4150.0,110.0,2195.0,22.0
659,AZ,85035,1000.0,11050.0,15690.0,45890.0,250.0,7923.0,441.0
660,AZ,85037,1050.0,10790.0,16640.0,47350.0,570.0,19216.0,463.0
661,AZ,85040,720.0,6670.0,10390.0,28760.0,390.0,11220.0,242.0
662,AZ,85041,1400.0,12590.0,20010.0,58800.0,1060.0,38961.0,541.0
663,AZ,85042,1030.0,9080.0,14430.0,40100.0,1780.0,48927.0,334.0
664,AZ,85043,690.0,7430.0,11100.0,33180.0,360.0,15866.0,318.0
665,AZ,85044,770.0,8390.0,13050.0,36100.0,4910.0,85822.0,209.0
666,AZ,85045,150.0,1750.0,2120.0,7750.0,1280.0,34550.0,19.0
667,AZ,85048,640.0,7540.0,10000.0,32940.0,4980.0,120547.0,137.0
668,AZ,85050,670.0,7630.0,8340.0,30120.0,4630.0,130382.0,100.0
669,AZ,85051,900.0,8970.0,14440.0,38990.0,1010.0,18795.0,358.0
670,AZ,85053,600.0,5780.0,10030.0,26130.0,1320.0,21855.0,232.0
671,AZ,85054,170.0,2180.0,2760.0,7170.0,1360.0,26942.0,18.0
672,AZ,85083,350.0,4270.0,5130.0,19410.0,2280.0,69435.0,58.0
673,AZ,85085,500.0,5920.0,8100.0,26630.0,2790.0,89677.0,102.0
674,AZ,85086,730.0,9210.0,10630.0,38060.0,4660.0,124405.0,149.0
675,AZ,85087,170.0,2170.0,2600.0,9320.0,890.0,26542.0,42.0
676,AZ,85118,290.0,3240.0,3060.0,10430.0,2220.0,32425.0,28.0
677,AZ,85119,360.0,4100.0,5960.0,17060.0,1500.0,23760.0,111.0
678,AZ,85120,510.0,4940.0,8410.0,22460.0,1240.0,14777.0,163.0
679,AZ,85122,1130.0,9500.0,16250.0,47380.0,2140.0,33507.0,410.0
680,AZ,85128,220.0,2430.0,4460.0,13460.0,290.0,6549.0,91.0
681,AZ,85131,320.0,2110.0,3130.0,9880.0,600.0,6472.0,93.0
682,AZ,85132,420.0,3990.0,6810.0,21730.0,1230.0,22660.0,132.0
683,AZ,85137,70.0,300.0,560.0,1740.0,50.0,0.0,15.0
684,AZ,85138,640.0,7810.0,14110.0,43530.0,2080.0,48042.0,341.0
685,AZ,85139,340.0,3430.0,5730.0,17710.0,530.0,14521.0,163.0
686,AZ,85140,690.0,7680.0,12960.0,42810.0,2170.0,63392.0,263.0
687,AZ,85142,1150.0,15310.0,21890.0,79090.0,5180.0,217600.0,322.0
688,AZ,85143,570.0,6410.0,12690.0,38560.0,1410.0,32812.0,259.0
689,AZ,85145,30.0,400.0,790.0,2500.0,90.0,1714.0,21.0
690,AZ,85172,60.0,480.0,460.0,1750.0,20.0,774.0,14.0
691,AZ,85173,90.0,430.0,660.0,2000.0,50.0,744.0,11.0
692,AZ,85192,30.0,210.0,330.0,980.0,20.0,0.0,12.0
693,AZ,85193,60.0,700.0,1010.0,3070.0,70.0,1663.0,28.0
694,AZ,85194,130.0,1470.0,1780.0,5890.0,630.0,9742.0,31.0
695,AZ,85201,920.0,8930.0,15760.0,40070.0,1530.0,26141.0,328.0
696,AZ,85202,720.0,7070.0,13870.0,33330.0,2050.0,29071.0,283.0
697,AZ,85203,750.0,7050.0,10640.0,32290.0,1820.0,52051.0,207.0
698,AZ,85204,1190.0,12100.0,19200.0,54190.0,1870.0,42256.0,433.0
699,AZ,85205,890.0,8660.0,12680.0,36980.0,3400.0,82083.0,215.0
700,AZ,85206,670.0,7190.0,10470.0,29250.0,3050.0,46620.0,180.0
701,AZ,85207,900.0,10450.0,13650.0,44080.0,5060.0,142833.0,215.0
702,AZ,85208,680.0,6630.0,10700.0,30170.0,1800.0,26360.0,214.0
703,AZ,85209,750.0,8430.0,12430.0,37220.0,3720.0,62629.0,194.0
704,AZ,85210,870.0,7420.0,13000.0,32890.0,1300.0,20384.0,281.0
705,AZ,85212,690.0,8680.0,13380.0,46700.0,3540.0,115868.0,188.0
706,AZ,85213,650.0,6840.0,9430.0,31790.0,3020.0,99792.0,153.0
707,AZ,85215,310.0,4060.0,4470.0,14380.0,2380.0,48325.0,59.0
708,AZ,85224,920.0,9330.0,15520.0,41080.0,3960.0,62702.0,259.0
709,AZ,85225,1410.0,14210.0,23700.0,64010.0,4080.0,74095.0,466.0
710,AZ,85226,820.0,8170.0,13190.0,37170.0,4750.0,72309.0,194.0
711,AZ,85233,720.0,7850.0,12120.0,35930.0,3610.0,73248.0,193.0
712,AZ,85234,880.0,10310.0,14190.0,47440.0,4430.0,137393.0,213.0
