,rankingNoteText,nonResponderText,nonResponder,act_avg,primaryPhoto,primaryPhotoThumb,sat_avg,enrollment,city,zip,acceptance_rate,rankingDisplayScore,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,urlName,rankingDisplayName,rankingDisplayRank,ranking,isPublic,businessRepScore,tuition,engineeringRepScore,displayName,schoolType,region,aliasNames,rankingType,overallRank,institutionalControl
153,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_30981.jpg,https://www.usnews.com/img/college-photo_30981_170x170mm.jpg,990,23788,Athens,45701,75,40,NA,NA,OH,151,3.5,ohio-university,National Universities,#151,overall,TRUE,2.7,21360,2.3,Ohio University,national-universities,NA,OU,national-universities,151,public
154,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_32487.jpg,https://www.usnews.com/img/college-photo_32487_170x170mm.jpg,990,3095,Seattle,98119,87,40,NA,NA,WA,151,3.5,seattle-pacific-university,National Universities,#151,overall,TRUE,2.1,40893,2.9,Seattle Pacific University,national-universities,NA,NA,national-universities,151,private
155,NA,NA,FALSE,22,https://www.usnews.com/img/college-photo_23213.jpg,https://www.usnews.com/img/college-photo_23213_170x170mm.jpg,1010,13139,Albany,12222,54,40,NA,NA,NY,151,3.2,suny-albany,National Universities,#151,overall,TRUE,2.8,24358,NA,University at Albany--SUNY,national-universities,NA,SUNY Albany University at Albany SUNY,national-universities,151,public
156,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_3665.jpg,https://www.usnews.com/img/college-photo_3665_170x170mm.jpg,970,21093,Stillwater,74078,75,39,NA,NA,OK,156,3.5,oklahoma-state,National Universities,#156,overall,TRUE,2.9,23776,2.6,Oklahoma State University,national-universities,NA,OSU,national-universities,156,public
157,NA,NA,FALSE,24,https://www.usnews.com/img/college-photo_17926.jpg,https://www.usnews.com/img/college-photo_17926_170x170mm.jpg,1070,13639,Lowell,1854,60,39,NA,NA,MA,156,3.6,umass-lowell,National Universities,#156,overall,TRUE,2.4,31865,2.3,University of Massachusetts--Lowell,national-universities,NA,UMass University of Massachusetts Lowell,national-universities,156,public
158,NA,NA,FALSE,22,NA,NA,990,14801,Kingston,2881,71,39,NA,NA,RI,156,3.5,university-of-rhode-island,National Universities,#156,overall,TRUE,2.6,28874,2.4,University of Rhode Island,national-universities,NA,URI,national-universities,156,public
159,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_7165.jpg,https://www.usnews.com/img/college-photo_7165_170x170mm.jpg,950,4091,La Mirada,90639,65,38,NA,NA,CA,159,3.5,biola-university,National Universities,#159,overall,TRUE,NA,38448,NA,Biola University,national-universities,NA,NA,national-universities,159,private
160,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_16342.jpg,https://www.usnews.com/img/college-photo_16342_170x170mm.jpg,NA,18643,Normal,61790,89,38,NA,NA,IL,159,3.4,illinois-state-university,National Universities,#159,overall,TRUE,2.4,25168,NA,Illinois State University,national-universities,NA,NA,national-universities,159,public
161,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_11631.jpg,https://www.usnews.com/img/college-photo_11631_170x170mm.jpg,965,12369,Birmingham,35294,89,38,NA,NA,AL,159,3.7,uab,National Universities,#159,overall,TRUE,2.8,23790,2.2,Alabama at Birmingham,national-universities,NA,UAB University of Alabama Birmingham,national-universities,159,public
162,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_16415.jpg,https://www.usnews.com/img/college-photo_16415_170x170mm.jpg,970,13132,Honolulu,96822,80,38,NA,NA,HI,159,3.5,university-of-hawaii,National Universities,#159,overall,TRUE,2.8,33764,2.2,University of Hawaii,national-universities,NA,UH Manoa University of Hawaii Manoa,national-universities,159,public
163,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_18188.jpg,https://www.usnews.com/img/college-photo_18188_170x170mm.jpg,930,2809,La Verne,91750,48,38,NA,NA,CA,159,3.5,la-verne,National Universities,#159,overall,TRUE,NA,41450,NA,University of La Verne,national-universities,NA,NA,national-universities,159,private
164,NA,NA,FALSE,24,https://www.usnews.com/img/college-photo_28584.jpg,https://www.usnews.com/img/college-photo_28584_170x170mm.jpg,1120,11142,Baltimore,21250,57,38,NA,NA,MD,159,NA,umbc,National Universities,#159,overall,TRUE,NA,25654,2.4,University of Maryland--Baltimore County,national-universities,NA,UMBC University of Maryland Baltimore County,national-universities,159,public
165,NA,NA,FALSE,18,NA,NA,860,1555,Immaculata,19345,82,37,NA,NA,PA,165,3.3,immaculata-university,National Universities,#165,overall,TRUE,NA,27350,NA,Immaculata University,national-universities,NA,NA,national-universities,165,private
166,NA,NA,FALSE,22,https://www.usnews.com/img/college-photo_3884.jpg,https://www.usnews.com/img/college-photo_3884_170x170mm.jpg,900,2967,St Louis,63141,93,37,NA,NA,MO,165,3.6,maryville-saint-louis,National Universities,#165,overall,TRUE,NA,28470,NA,Maryville University of St. Louis,national-universities,NA,Maryville University of St Louis Maryville University of Saint Louis,national-universities,165,private
167,NA,NA,FALSE,25,https://www.usnews.com/img/college-photo_31627.jpg,https://www.usnews.com/img/college-photo_31627_170x170mm.jpg,1186,6909,Rolla,65409,79,37,NA,NA,MO,165,3.6,missouri-university-science,National Universities,#165,overall,TRUE,2.1,27701,2.9,Missouri University of Science & Technology,national-universities,NA,Missouri University of Science and Technology,national-universities,165,public
168,NA,NA,FALSE,22,https://www.usnews.com/img/college-photo_7773.jpg,https://www.usnews.com/img/college-photo_7773_170x170mm.jpg,970,16440,Queens,11439,63,37,NA,NA,NY,165,3.5,st-johns-university-new-york,National Universities,#165,overall,TRUE,2.5,40790,NA,St. John's University,national-universities,NA,St John's University Saint John's University St Johns University Saint Johns University St. Johns University,national-universities,165,private
169,NA,NA,FALSE,18,https://www.usnews.com/img/college-photo_29536.jpg,https://www.usnews.com/img/college-photo_29536_170x170mm.jpg,860,6815,Merced,95343,74,37,NA,NA,CA,165,3.5,university-of-california-merced,National Universities,#165,overall,TRUE,NA,41612,2.1,University of California--Merced,national-universities,NA,NA,national-universities,165,public
170,NA,NA,FALSE,22,NA,NA,1000,15827,Louisville,40292,73,37,NA,NA,KY,165,3.5,university-of-louisville,National Universities,#165,overall,TRUE,2.8,26286,2.3,University of Louisville,national-universities,NA,NA,national-universities,165,public
171,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_8609.jpg,https://www.usnews.com/img/college-photo_8609_170x170mm.jpg,990,18090,Mississippi State,39762,71,36,NA,NA,MS,171,3.4,mississippi-state,National Universities,#171,overall,TRUE,2.6,22358,2.4,Mississippi State University,national-universities,NA,NA,national-universities,171,public
172,NA,NA,FALSE,NA,https://www.usnews.com/img/college-photo_14030.jpg,https://www.usnews.com/img/college-photo_14030_170x170mm.jpg,990,14344,Glassboro,8028,58,36,NA,NA,NJ,171,3.5,rowan-university,National Universities,#171,overall,TRUE,2.2,21378,3.3,Rowan University,national-universities,NA,NA,national-universities,171,public
173,NA,NA,FALSE,24,https://www.usnews.com/img/college-photo_6676.jpg,https://www.usnews.com/img/college-photo_6676_170x170mm.jpg,1080,55776,Orlando,32816,50,36,NA,NA,FL,171,3.9,ucf,National Universities,#171,overall,TRUE,2.7,22467,2.6,University of Central Florida,national-universities,NA,UCF,national-universities,171,public
174,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_17379.jpg,https://www.usnews.com/img/college-photo_17379_170x170mm.jpg,930,9586,Moscow,83844,76,36,NA,NA,ID,171,3.4,university-of-idaho,National Universities,#171,overall,TRUE,2.6,23812,2.2,University of Idaho,national-universities,NA,NA,national-universities,171,public
175,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_30255.jpg,https://www.usnews.com/img/college-photo_30255_170x170mm.jpg,980,24212,Richmond,23284,75,36,NA,NA,VA,171,3.6,vcu,National Universities,#171,overall,TRUE,2.7,32942,2.3,Virginia Commonwealth University,national-universities,NA,VCU,national-universities,171,public
176,NA,NA,FALSE,21,NA,NA,950,23684,Kent,44242,85,35,NA,NA,OH,176,3.4,kent-state-university,National Universities,#176,overall,TRUE,2.6,18376,NA,Kent State University,national-universities,NA,NA,national-universities,176,public
177,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_10458.jpg,https://www.usnews.com/img/college-photo_10458_170x170mm.jpg,940,4384,Moon Township,15108,80,35,NA,NA,PA,176,3.5,robert-morris-university-pennsylvania,National Universities,#176,overall,TRUE,2.1,29420,2.4,Robert Morris University,national-universities,NA,NA,national-universities,176,private
178,NA,NA,FALSE,22,https://www.usnews.com/img/college-photo_6119.jpg,https://www.usnews.com/img/college-photo_6119_170x170mm.jpg,1020,29963,Lubbock,79409,63,35,NA,NA,TX,176,3.5,texas-tech-university,National Universities,#176,overall,TRUE,2.8,23011,2.6,Texas Tech University,national-universities,NA,NA,national-universities,176,public
179,NA,NA,FALSE,23,https://www.usnews.com/img/college-photo_2334.jpg,https://www.usnews.com/img/college-photo_2334_170x170mm.jpg,1020,2214,Jackson,38305,63,35,NA,NA,TN,176,NA,union-university,National Universities,#176,overall,TRUE,NA,31580,2.7,Union University,national-universities,NA,NA,national-universities,176,private
180,NA,NA,FALSE,20,NA,NA,920,5150,West Hartford,6117,72,35,NA,NA,CT,176,NA,university-of-hartford,National Universities,#176,overall,TRUE,2.4,38910,2.8,University of Hartford,national-universities,NA,NA,national-universities,176,private
181,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_4848.jpg,https://www.usnews.com/img/college-photo_4848_170x170mm.jpg,955,1661,Madison,53711,78,34,NA,NA,WI,181,3.4,edgewood-college,National Universities,#181,overall,TRUE,NA,28500,NA,Edgewood College,national-universities,NA,NA,national-universities,181,private
182,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_33519.jpg,https://www.usnews.com/img/college-photo_33519_170x170mm.jpg,960,1929,Cambridge,2138,64,34,NA,NA,MA,181,3.3,lesley-university,National Universities,#181,overall,TRUE,NA,26550,NA,Lesley University,national-universities,NA,NA,national-universities,181,private
183,NA,NA,FALSE,22,https://www.usnews.com/img/college-photo_19565.jpg,https://www.usnews.com/img/college-photo_19565_170x170mm.jpg,990,2986,Nashville,37204,61,34,NA,NA,TN,181,3.6,lipscomb,National Universities,#181,overall,TRUE,NA,30932,2.5,Lipscomb University,national-universities,NA,NA,national-universities,181,private
184,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_8554.jpg,https://www.usnews.com/img/college-photo_8554_170x170mm.jpg,910,5290,Boston,2108,84,34,NA,NA,MA,181,3.2,suffolk-university,National Universities,#181,overall,TRUE,2.2,37270,2,Suffolk University,national-universities,NA,NA,national-universities,181,private
185,NA,NA,FALSE,21,https://www.usnews.com/dims4/USNEWS/aaebb40/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fef%2F8e%2Fd81537cb4549b010096144298bc3%2F160727-university-of-maine-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/db5c194/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fef%2F8e%2Fd81537cb4549b010096144298bc3%2F160727-university-of-maine-hero-stock.jpg,950,9323,Orono,4469,90,34,NA,NA,ME,181,3.2,university-of-maine,National Universities,#181,overall,TRUE,2.4,30282,2.2,University of Maine,national-universities,NA,UMaine,national-universities,181,public
186,NA,NA,FALSE,21,NA,NA,960,9788,Laramie,82071,95,34,NA,NA,WY,181,3.5,university-of-wyoming,National Universities,#181,overall,TRUE,2.5,16827,2.2,University of Wyoming,national-universities,NA,NA,national-universities,181,public
187,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_11672.jpg,https://www.usnews.com/img/college-photo_11672_170x170mm.jpg,930,5770,Azusa,91702,84,33,NA,NA,CA,187,3.7,azusa-pacific,National Universities,#187,overall,TRUE,NA,36120,NA,Azusa Pacific University,national-universities,NA,NA,national-universities,187,private
188,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_23667.jpg,https://www.usnews.com/img/college-photo_23667_170x170mm.jpg,990,17011,Muncie,47306,62,33,NA,NA,IN,187,3.5,ball-state,National Universities,#187,overall,TRUE,2.6,25938,NA,Ball State University,national-universities,NA,NA,national-universities,187,public
189,NA,NA,FALSE,15,https://www.usnews.com/img/college-photo_29798.jpg,https://www.usnews.com/img/college-photo_29798_170x170mm.jpg,870,16810,Montclair,7043,66,33,NA,NA,NJ,187,3.2,montclair-state-university,National Universities,#187,overall,TRUE,2.2,20566,NA,Montclair State University,national-universities,NA,NA,national-universities,187,public
190,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_898.jpg,https://www.usnews.com/img/college-photo_898_170x170mm.jpg,940,8914,New York,10038,84,33,NA,NA,NY,187,3.3,pace-university,National Universities,#187,overall,TRUE,2.6,44036,NA,Pace University,national-universities,NA,NA,national-universities,187,private
191,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_22108.jpg,https://www.usnews.com/img/college-photo_22108_170x170mm.jpg,930,22350,Morgantown,26506,76,33,NA,NA,WV,187,3.5,wvu,National Universities,#187,overall,TRUE,2.6,23616,2.4,West Virginia University,national-universities,NA,WVU,national-universities,187,public
192,NA,NA,FALSE,21,NA,NA,930,1688,Berrien Springs,49104,40,32,NA,NA,MI,192,3.5,andrews-university,National Universities,#192,overall,TRUE,NA,28436,NA,Andrews University,national-universities,NA,NA,national-universities,192,private
193,NA,NA,FALSE,19,https://www.usnews.com/dims4/USNEWS/c49041b/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fa8%2F33%2Fb7dfd2aa48389275cbdc9397eb47%2F160727-indiana-university-purdue-university-indianapolis-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/f6d315d/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fa8%2F33%2Fb7dfd2aa48389275cbdc9397eb47%2F160727-indiana-university-purdue-university-indianapolis-hero-stock.jpg,890,21748,Indianapolis,46202,74,32,NA,NA,IN,192,3.5,iupui,National Universities,#192,overall,TRUE,NA,29806,2.5,Indiana University-Purdue University--Indianapolis,national-universities,NA,IUPUI Indiana University-Purdue University Indianapolis Indiana University Purdue University Indianapolis,national-universities,192,public
194,NA,NA,FALSE,23,https://www.usnews.com/img/college-photo_10119.jpg,https://www.usnews.com/img/college-photo_10119_170x170mm.jpg,1040,35871,Houston,77204,59,32,NA,NA,TX,192,NA,university-of-houston,National Universities,#192,overall,TRUE,2.9,27337,2.6,University of Houston,national-universities,NA,NA,national-universities,192,public
195,NA,NA,FALSE,19,https://www.usnews.com/img/college-photo_21147.jpg,https://www.usnews.com/img/college-photo_21147_170x170mm.jpg,950,20215,Albuquerque,87131,47,32,NA,NA,NM,192,3.4,university-of-new-mexico,National Universities,#192,overall,TRUE,2.7,22412,2.6,University of New Mexico,national-universities,NA,NA,national-universities,192,public
196,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_25490.jpg,https://www.usnews.com/img/college-photo_25490_170x170mm.jpg,960,11255,Grand Forks,58202,84,32,NA,NA,ND,192,3.4,university-of-north-dakota,National Universities,#192,overall,TRUE,2.4,21462,NA,University of North Dakota,national-universities,NA,NA,national-universities,192,public
197,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_2538.jpg,https://www.usnews.com/img/college-photo_2538_170x170mm.jpg,930,3591,Chester,19013,70,32,NA,NA,PA,192,3.5,widener-university,National Universities,#192,overall,TRUE,2,44166,2.5,Widener University,national-universities,NA,NA,national-universities,192,private
198,NA,NA,FALSE,18,https://www.usnews.com/img/college-photo_15275.jpg,https://www.usnews.com/img/college-photo_15275_170x170mm.jpg,820,12027,Las Cruces,88003,60,31,NA,NA,NM,198,3.5,new-mexico-state-university,National Universities,#198,overall,TRUE,2.4,22701,2.3,New Mexico State University,national-universities,NA,NMSU,national-universities,198,public
199,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_28974.jpg,https://www.usnews.com/img/college-photo_28974_170x170mm.jpg,1000,12010,Fargo,58108,93,31,NA,NA,ND,198,3.4,north-dakota-state,National Universities,#198,overall,TRUE,2.2,20571,2,North Dakota State University,national-universities,NA,NA,national-universities,198,public
200,NA,NA,FALSE,22,https://www.usnews.com/img/college-photo_33877.jpg,https://www.usnews.com/img/college-photo_33877_170x170mm.jpg,1000,4295,Ft. Lauderdale,33314,53,31,NA,NA,FL,198,NA,nova,National Universities,#198,overall,TRUE,NA,29940,NA,Nova Southeastern University,national-universities,NA,NA,national-universities,198,private
201,NA,NA,FALSE,22,https://www.usnews.com/dims4/USNEWS/b1ab992/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2F09%2F18%2F29b60cbe413c948d6f9713c99aa0%2F160727-university-of-north-carolina-charlotte-hero-stock.png,https://www.usnews.com/dims4/USNEWS/5b52b7a/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2F09%2F18%2F29b60cbe413c948d6f9713c99aa0%2F160727-university-of-north-carolina-charlotte-hero-stock.png,1030,23404,Charlotte,28223,62,31,NA,NA,NC,198,3.9,unc-charlotte,National Universities,#198,overall,TRUE,2.8,20268,2.6,University of North Carolina--Charlotte,national-universities,NA,UNC University of North Carolina Charlotte,national-universities,198,public
202,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_18886.jpg,https://www.usnews.com/img/college-photo_18886_170x170mm.jpg,920,14852,Bowling Green,43403,75,30,NA,NA,OH,202,3.4,bowling-green-state-university,National Universities,#202,overall,TRUE,2.5,18593,NA,Bowling Green State University,national-universities,NA,BGSU,national-universities,202,public
203,NA,NA,FALSE,19,https://www.usnews.com/img/college-photo_23456.jpg,https://www.usnews.com/img/college-photo_23456_170x170mm.jpg,920,34576,Fullerton,92831,48,30,NA,NA,CA,202,3.6,cal-state-fullerton,National Universities,#202,overall,TRUE,2.6,17460,2.8,California State University--Fullerton,national-universities,NA,Cal State University Fullerton California State University Fullerton,national-universities,202,public
204,NA,NA,FALSE,19,https://www.usnews.com/img/college-photo_15339.jpg,https://www.usnews.com/img/college-photo_15339_170x170mm.jpg,1030,3223,Dallas,75211,43,30,NA,NA,TX,202,3.7,dallas-baptist-university,National Universities,#202,overall,TRUE,NA,27480,NA,Dallas Baptist University,national-universities,NA,NA,national-universities,202,private
