,score,elapsedTime,transformApplied,maxIterations,convergTol,n_neighbors,weight,algorithm,metric,power
2683,0.8281901584653878,1.6667,False,20,0.001,10,distance,brute,minkowski,1
379,0.8281901584653878,1.6672,False,10,1e-05,10,distance,brute,minkowski,1
6910,0.8281901584653878,1.669,False,50,0.0001,10,distance,auto,minkowski,1
3454,0.8281901584653878,1.6703,False,30,1e-05,10,distance,auto,minkowski,1
2302,0.8281901584653878,1.6704,False,20,0.0001,10,distance,auto,minkowski,1
1918,0.8281901584653878,1.6715,False,20,1e-05,10,distance,auto,minkowski,1
6907,0.8281901584653878,1.6727,False,50,0.0001,10,distance,brute,minkowski,1
7258,0.8281901584653878,1.6727,False,50,0.001,9,uniform,auto,minkowski,1
2647,0.8281901584653878,1.6731,False,20,0.001,9,uniform,brute,minkowski,1
7450,0.8281901584653878,1.6737,True,50,0.01,9,uniform,auto,minkowski,1
2263,0.8281901584653878,1.6745,False,20,0.0001,9,uniform,brute,minkowski,1
2458,0.8281901584653878,1.6751,True,20,0.001,9,uniform,auto,minkowski,1
7447,0.8281901584653878,1.6755,True,50,0.01,9,uniform,brute,minkowski,1
1531,0.8281901584653878,1.6784,False,10,0.01,10,distance,brute,minkowski,1
6871,0.8281901584653878,1.679,False,50,0.0001,9,uniform,brute,minkowski,1
2455,0.8281901584653878,1.6802,True,20,0.001,9,uniform,brute,minkowski,1
7255,0.8281901584653878,1.681,False,50,0.001,9,uniform,brute,minkowski,1
3991,0.8281901584653878,1.6813,True,30,0.001,9,uniform,brute,minkowski,1
151,0.8281901584653878,1.6822,True,10,1e-05,9,uniform,brute,minkowski,1
7063,0.8281901584653878,1.6822,True,50,0.001,9,uniform,brute,minkowski,1
730,0.8281901584653878,1.6823,False,10,0.0001,9,uniform,auto,minkowski,1
3994,0.8281901584653878,1.6829,True,30,0.001,9,uniform,auto,minkowski,1
6679,0.8281901584653878,1.6843,True,50,0.0001,9,uniform,brute,minkowski,1
2071,0.8281901584653878,1.6847,True,20,0.0001,9,uniform,brute,minkowski,1
2074,0.8281901584653878,1.6853,True,20,0.0001,9,uniform,auto,minkowski,1
154,0.8281901584653878,1.6855,True,10,1e-05,9,uniform,auto,minkowski,1
6874,0.8281901584653878,1.6869,False,50,0.0001,9,uniform,auto,minkowski,1
1882,0.8281901584653878,1.6872,False,20,1e-05,9,uniform,auto,minkowski,1
5374,0.8281901584653878,1.6875,False,40,0.0001,10,distance,auto,minkowski,1
3451,0.8281901584653878,1.6881,False,30,1e-05,10,distance,brute,minkowski,1
2266,0.8281901584653878,1.69,False,20,0.0001,9,uniform,auto,minkowski,1
919,0.8281901584653878,1.6911,True,10,0.001,9,uniform,brute,minkowski,1
6487,0.8281901584653878,1.6913,False,50,1e-05,9,uniform,brute,minkowski,1
6526,0.8281901584653878,1.6916,False,50,1e-05,10,distance,auto,minkowski,1
3610,0.8281901584653878,1.6928,True,30,0.0001,9,uniform,auto,minkowski,1
4951,0.8281901584653878,1.6943,False,40,1e-05,9,uniform,brute,minkowski,1
3418,0.8281901584653878,1.6949,False,30,1e-05,9,uniform,auto,minkowski,1
6295,0.8281901584653878,1.6969,True,50,1e-05,9,uniform,brute,minkowski,1
343,0.8281901584653878,1.6973,False,10,1e-05,9,uniform,brute,minkowski,1
7066,0.8281901584653878,1.6979,True,50,0.001,9,uniform,auto,minkowski,1
3067,0.8281901584653878,1.6989,False,20,0.01,10,distance,brute,minkowski,1
922,0.8281901584653878,1.7049,True,10,0.001,9,uniform,auto,minkowski,1
6490,0.8281901584653878,1.7056,False,50,1e-05,9,uniform,auto,minkowski,1
5911,0.8281901584653878,1.7058,True,40,0.01,9,uniform,brute,minkowski,1
1879,0.8281901584653878,1.7073,False,20,1e-05,9,uniform,brute,minkowski,1
1534,0.8281901584653878,1.708,False,10,0.01,10,distance,auto,minkowski,1
2650,0.8281901584653878,1.71,False,20,0.001,9,uniform,auto,minkowski,1
3070,0.8281901584653878,1.7186,False,20,0.01,10,distance,auto,minkowski,1
5371,0.8281901584653878,1.719,False,40,0.0001,10,distance,brute,minkowski,1
6682,0.8281901584653878,1.7219,True,50,0.0001,9,uniform,auto,minkowski,1
4567,0.8281901584653878,1.7226,False,30,0.01,9,uniform,brute,minkowski,1
4990,0.8281901584653878,1.7237,False,40,1e-05,10,distance,auto,minkowski,1
1915,0.8281901584653878,1.7285,False,20,1e-05,10,distance,brute,minkowski,1
3415,0.8281901584653878,1.7291,False,30,1e-05,9,uniform,brute,minkowski,1
6298,0.8281901584653878,1.7328,True,50,1e-05,9,uniform,auto,minkowski,1
3607,0.8281901584653878,1.7352,True,30,0.0001,9,uniform,brute,minkowski,1
4762,0.8281901584653878,1.7409,True,40,1e-05,9,uniform,auto,minkowski,1
4606,0.8281901584653878,1.7426,False,30,0.01,10,distance,auto,minkowski,1
4570,0.8281901584653878,1.7447,False,30,0.01,9,uniform,auto,minkowski,1
4759,0.8281901584653878,1.7462,True,40,1e-05,9,uniform,brute,minkowski,1
5914,0.8281901584653878,1.7483,True,40,0.01,9,uniform,auto,minkowski,1
3223,0.8281901584653878,1.7521,True,30,1e-05,9,uniform,brute,minkowski,1
3226,0.8281901584653878,1.7525,True,30,1e-05,9,uniform,auto,minkowski,1
766,0.8281901584653878,1.7704,False,10,0.0001,10,distance,auto,minkowski,1
2842,0.8281901584653878,1.7763,True,20,0.01,9,uniform,auto,minkowski,1
373,0.8281901584653878,1.7776,False,10,1e-05,10,distance,ball_tree,minkowski,1
4954,0.8281901584653878,1.7813,False,40,1e-05,9,uniform,auto,minkowski,1
2293,0.8281901584653878,1.7898,False,20,0.0001,10,distance,ball_tree,minkowski,1
3445,0.8281901584653878,1.8032,False,30,1e-05,10,distance,ball_tree,minkowski,1
6901,0.8281901584653878,1.8033,False,50,0.0001,10,distance,ball_tree,minkowski,1
538,0.8281901584653878,1.8042,True,10,0.0001,9,uniform,auto,minkowski,1
6517,0.8281901584653878,1.8055,False,50,1e-05,10,distance,ball_tree,minkowski,1
3799,0.8281901584653878,1.8071,False,30,0.0001,9,uniform,brute,minkowski,1
7249,0.8281901584653878,1.8083,False,50,0.001,9,uniform,ball_tree,minkowski,1
4219,0.8281901584653878,1.8097,False,30,0.001,10,distance,brute,minkowski,1
535,0.8281901584653878,1.8098,True,10,0.0001,9,uniform,brute,minkowski,1
4378,0.8281901584653878,1.8103,True,30,0.01,9,uniform,auto,minkowski,1
7285,0.8281901584653878,1.8134,False,50,0.001,10,distance,ball_tree,minkowski,1
1498,0.8281901584653878,1.8151,False,10,0.01,9,uniform,auto,minkowski,1
2257,0.8281901584653878,1.8151,False,20,0.0001,9,uniform,ball_tree,minkowski,1
1303,0.8281901584653878,1.8156,True,10,0.01,9,uniform,brute,minkowski,1
4222,0.8281901584653878,1.817,False,30,0.001,10,distance,auto,minkowski,1
346,0.8281901584653878,1.818,False,10,1e-05,9,uniform,auto,minkowski,1
5338,0.8281901584653878,1.82,False,40,0.0001,9,uniform,auto,minkowski,1
5335,0.8281901584653878,1.8222,False,40,0.0001,9,uniform,brute,minkowski,1
4186,0.8281901584653878,1.8253,False,30,0.001,9,uniform,auto,minkowski,1
6865,0.8281901584653878,1.8255,False,50,0.0001,9,uniform,ball_tree,minkowski,1
4603,0.8281901584653878,1.8258,False,30,0.01,10,distance,brute,minkowski,1
6142,0.8281901584653878,1.8279,False,40,0.01,10,distance,auto,minkowski,1
5755,0.8281901584653878,1.8304,False,40,0.001,10,distance,brute,minkowski,1
4987,0.8281901584653878,1.8309,False,40,1e-05,10,distance,brute,minkowski,1
4375,0.8281901584653878,1.8312,True,30,0.01,9,uniform,brute,minkowski,1
5758,0.8281901584653878,1.8348,False,40,0.001,10,distance,auto,minkowski,1
1111,0.8281901584653878,1.8366,False,10,0.001,9,uniform,brute,minkowski,1
6139,0.8281901584653878,1.8381,False,40,0.01,10,distance,brute,minkowski,1
3829,0.8281901584653878,1.8387,False,30,0.0001,10,distance,ball_tree,minkowski,1
7678,0.8281901584653878,1.8421,False,50,0.01,10,distance,auto,minkowski,1
4183,0.8281901584653878,1.8436,False,30,0.001,9,uniform,brute,minkowski,1
7675,0.8281901584653878,1.8478,False,50,0.01,10,distance,brute,minkowski,1
2641,0.8281901584653878,1.8479,False,20,0.001,9,uniform,ball_tree,minkowski,1
6481,0.8281901584653878,1.8512,False,50,1e-05,9,uniform,ball_tree,minkowski,1
2677,0.8281901584653878,1.8527,False,20,0.001,10,distance,ball_tree,minkowski,1
2839,0.8281901584653878,1.855,True,20,0.01,9,uniform,brute,minkowski,1
1306,0.8281901584653878,1.8553,True,10,0.01,9,uniform,auto,minkowski,1
6103,0.8281901584653878,1.8629,False,40,0.01,9,uniform,brute,minkowski,1
2449,0.8281901584653878,1.8723,True,20,0.001,9,uniform,ball_tree,minkowski,1
5722,0.8281901584653878,1.8741,False,40,0.001,9,uniform,auto,minkowski,1
7639,0.8281901584653878,1.8762,False,50,0.01,9,uniform,brute,minkowski,1
6289,0.8281901584653878,1.8764,True,50,1e-05,9,uniform,ball_tree,minkowski,1
6673,0.8281901584653878,1.8799,True,50,0.0001,9,uniform,ball_tree,minkowski,1
7441,0.8281901584653878,1.8808,True,50,0.01,9,uniform,ball_tree,minkowski,1
3985,0.8281901584653878,1.8811,True,30,0.001,9,uniform,ball_tree,minkowski,1
7642,0.8281901584653878,1.882,False,50,0.01,9,uniform,auto,minkowski,1
3409,0.8281901584653878,1.8828,False,30,1e-05,9,uniform,ball_tree,minkowski,1
3031,0.8281901584653878,1.885,False,20,0.01,9,uniform,brute,minkowski,1
2065,0.8281901584653878,1.8888,True,20,0.0001,9,uniform,ball_tree,minkowski,1
5719,0.8281901584653878,1.8946,False,40,0.001,9,uniform,brute,minkowski,1
7057,0.8281901584653878,1.8963,True,50,0.001,9,uniform,ball_tree,minkowski,1
6106,0.8281901584653878,1.9009,False,40,0.01,9,uniform,auto,minkowski,1
145,0.8281901584653878,1.9086,True,10,1e-05,9,uniform,ball_tree,minkowski,1
3601,0.8281901584653878,1.9109,True,30,0.0001,9,uniform,ball_tree,minkowski,1
3217,0.8281901584653878,1.9146,True,30,1e-05,9,uniform,ball_tree,minkowski,1
913,0.8281901584653878,1.9156,True,10,0.001,9,uniform,ball_tree,minkowski,1
1150,0.8281901584653878,1.9186,False,10,0.001,10,distance,auto,minkowski,1
5146,0.8281901584653878,1.9221,True,40,0.0001,9,uniform,auto,minkowski,1
1681,0.8281901584653878,1.9254,True,20,1e-05,9,uniform,ball_tree,minkowski,1
1525,0.8281901584653878,1.9257,False,10,0.01,10,distance,ball_tree,minkowski,1
4753,0.8281901584653878,1.9459,True,40,1e-05,9,uniform,ball_tree,minkowski,1
1495,0.8281901584653878,1.9504,False,10,0.01,9,uniform,brute,minkowski,1
1873,0.8281901584653878,1.9539,False,20,1e-05,9,uniform,ball_tree,minkowski,1
1114,0.8281901584653878,1.9609,False,10,0.001,9,uniform,auto,minkowski,1
1687,0.8281901584653878,1.9643,True,20,1e-05,9,uniform,brute,minkowski,1
5143,0.8281901584653878,1.9706,True,40,0.0001,9,uniform,brute,minkowski,1
5137,0.8281901584653878,1.9708,True,40,0.0001,9,uniform,ball_tree,minkowski,1
3793,0.8281901584653878,1.9741,False,30,0.0001,9,uniform,ball_tree,minkowski,1
5527,0.8281901584653878,1.9757,True,40,0.001,9,uniform,brute,minkowski,1
4981,0.8281901584653878,1.9833,False,40,1e-05,10,distance,ball_tree,minkowski,1
4945,0.8281901584653878,1.9946,False,40,1e-05,9,uniform,ball_tree,minkowski,1
5530,0.8281901584653878,1.9999,True,40,0.001,9,uniform,auto,minkowski,1
5365,0.8281901584653878,2.0287,False,40,0.0001,10,distance,ball_tree,minkowski,1
757,0.8281901584653878,2.04,False,10,0.0001,10,distance,ball_tree,minkowski,1
1141,0.8281901584653878,2.0401,False,10,0.001,10,distance,ball_tree,minkowski,1
1690,0.8281901584653878,2.0425,True,20,1e-05,9,uniform,auto,minkowski,1
727,0.8281901584653878,2.0446,False,10,0.0001,9,uniform,brute,minkowski,1
4597,0.8281901584653878,2.048,False,30,0.01,10,distance,ball_tree,minkowski,1
1489,0.8281901584653878,2.0495,False,10,0.01,9,uniform,ball_tree,minkowski,1
337,0.8281901584653878,2.0523,False,10,1e-05,9,uniform,ball_tree,minkowski,1
529,0.8281901584653878,2.0958,True,10,0.0001,9,uniform,ball_tree,minkowski,1
2833,0.8281901584653878,2.1074,True,20,0.01,9,uniform,ball_tree,minkowski,1
1147,0.8281901584653878,2.1113,False,10,0.001,10,distance,brute,minkowski,1
4561,0.8281901584653878,2.1352,False,30,0.01,9,uniform,ball_tree,minkowski,1
1297,0.8281901584653878,2.1407,True,10,0.01,9,uniform,ball_tree,minkowski,1
3025,0.8281901584653878,2.155,False,20,0.01,9,uniform,ball_tree,minkowski,1
4369,0.8281901584653878,2.1571,True,30,0.01,9,uniform,ball_tree,minkowski,1
3034,0.8281901584653878,2.1592,False,20,0.01,9,uniform,auto,minkowski,1
5905,0.8281901584653878,2.1861,True,40,0.01,9,uniform,ball_tree,minkowski,1
4213,0.8281901584653878,2.2527,False,30,0.001,10,distance,ball_tree,minkowski,1
4177,0.8281901584653878,2.3002,False,30,0.001,9,uniform,ball_tree,minkowski,1
5749,0.8281901584653878,2.3314,False,40,0.001,10,distance,ball_tree,minkowski,1
3061,0.8281901584653878,2.3488,False,20,0.01,10,distance,ball_tree,minkowski,1
6133,0.8281901584653878,2.3535,False,40,0.01,10,distance,ball_tree,minkowski,1
5713,0.8281901584653878,2.374,False,40,0.001,9,uniform,ball_tree,minkowski,1
5521,0.8281901584653878,2.3973,True,40,0.001,9,uniform,ball_tree,minkowski,1
7633,0.8281901584653878,2.4086,False,50,0.01,9,uniform,ball_tree,minkowski,1
1105,0.8281901584653878,2.4174,False,10,0.001,9,uniform,ball_tree,minkowski,1
721,0.8281901584653878,2.4252,False,10,0.0001,9,uniform,ball_tree,minkowski,1
6097,0.8281901584653878,2.4293,False,40,0.01,9,uniform,ball_tree,minkowski,1
7669,0.8281901584653878,2.4323,False,50,0.01,10,distance,ball_tree,minkowski,1
5329,0.8281901584653878,2.4487,False,40,0.0001,9,uniform,ball_tree,minkowski,1
1909,0.8281901584653878,2.4644,False,20,1e-05,10,distance,ball_tree,minkowski,1
6292,0.8281901584653878,2.5062,True,50,1e-05,9,uniform,kd_tree,minkowski,1
6676,0.8281901584653878,2.5167,True,50,0.0001,9,uniform,kd_tree,minkowski,1
7444,0.8281901584653878,2.5301,True,50,0.01,9,uniform,kd_tree,minkowski,1
7060,0.8281901584653878,2.5316,True,50,0.001,9,uniform,kd_tree,minkowski,1
1684,0.8281901584653878,2.5326,True,20,1e-05,9,uniform,kd_tree,minkowski,1
2452,0.8281901584653878,2.5373,True,20,0.001,9,uniform,kd_tree,minkowski,1
3988,0.8281901584653878,2.5463,True,30,0.001,9,uniform,kd_tree,minkowski,1
148,0.8281901584653878,2.5623,True,10,1e-05,9,uniform,kd_tree,minkowski,1
916,0.8281901584653878,2.5656,True,10,0.001,9,uniform,kd_tree,minkowski,1
3604,0.8281901584653878,2.5911,True,30,0.0001,9,uniform,kd_tree,minkowski,1
5140,0.8281901584653878,2.6368,True,40,0.0001,9,uniform,kd_tree,minkowski,1
2068,0.8281901584653878,2.6611,True,20,0.0001,9,uniform,kd_tree,minkowski,1
1300,0.8281901584653878,2.7136,True,10,0.01,9,uniform,kd_tree,minkowski,1
6904,0.8281901584653878,2.7334,False,50,0.0001,10,distance,kd_tree,minkowski,1
4756,0.8281901584653878,2.7391,True,40,1e-05,9,uniform,kd_tree,minkowski,1
6520,0.8281901584653878,2.7422,False,50,1e-05,10,distance,kd_tree,minkowski,1
532,0.8281901584653878,2.7424,True,10,0.0001,9,uniform,kd_tree,minkowski,1
7252,0.8281901584653878,2.7493,False,50,0.001,9,uniform,kd_tree,minkowski,1
4372,0.8281901584653878,2.7583,True,30,0.01,9,uniform,kd_tree,minkowski,1
7288,0.8281901584653878,2.759,False,50,0.001,10,distance,kd_tree,minkowski,1
376,0.8281901584653878,2.7608,False,10,1e-05,10,distance,kd_tree,minkowski,1
2836,0.8281901584653878,2.7646,True,20,0.01,9,uniform,kd_tree,minkowski,1
2296,0.8281901584653878,2.7656,False,20,0.0001,10,distance,kd_tree,minkowski,1
5908,0.8281901584653878,2.7957,True,40,0.01,9,uniform,kd_tree,minkowski,1
2680,0.8281901584653878,2.7958,False,20,0.001,10,distance,kd_tree,minkowski,1
6868,0.8281901584653878,2.8102,False,50,0.0001,9,uniform,kd_tree,minkowski,1
3220,0.8281901584653878,2.8158,True,30,1e-05,9,uniform,kd_tree,minkowski,1
3412,0.8281901584653878,2.8195,False,30,1e-05,9,uniform,kd_tree,minkowski,1
4948,0.8281901584653878,2.8254,False,40,1e-05,9,uniform,kd_tree,minkowski,1
3832,0.8281901584653878,2.8325,False,30,0.0001,10,distance,kd_tree,minkowski,1
1876,0.8281901584653878,2.8372,False,20,1e-05,9,uniform,kd_tree,minkowski,1
3448,0.8281901584653878,2.8429,False,30,1e-05,10,distance,kd_tree,minkowski,1
2260,0.8281901584653878,2.856,False,20,0.0001,9,uniform,kd_tree,minkowski,1
2644,0.8281901584653878,2.8612,False,20,0.001,9,uniform,kd_tree,minkowski,1
5524,0.8281901584653878,2.8651,True,40,0.001,9,uniform,kd_tree,minkowski,1
6484,0.8281901584653878,2.8717,False,50,1e-05,9,uniform,kd_tree,minkowski,1
340,0.8281901584653878,2.8809,False,10,1e-05,9,uniform,kd_tree,minkowski,1
4984,0.8281901584653878,2.89,False,40,1e-05,10,distance,kd_tree,minkowski,1
3796,0.8281901584653878,2.9328,False,30,0.0001,9,uniform,kd_tree,minkowski,1
724,0.8281901584653878,2.9501,False,10,0.0001,9,uniform,kd_tree,minkowski,1
4600,0.8281901584653878,2.9898,False,30,0.01,10,distance,kd_tree,minkowski,1
1144,0.8281901584653878,2.9994,False,10,0.001,10,distance,kd_tree,minkowski,1
5368,0.8281901584653878,3.0149,False,40,0.0001,10,distance,kd_tree,minkowski,1
4216,0.8281901584653878,3.1111,False,30,0.001,10,distance,kd_tree,minkowski,1
5332,0.8281901584653878,3.1385,False,40,0.0001,9,uniform,kd_tree,minkowski,1
4180,0.8281901584653878,3.1507,False,30,0.001,9,uniform,kd_tree,minkowski,1
1528,0.8281901584653878,3.1698,False,10,0.01,10,distance,kd_tree,minkowski,1
6136,0.8281901584653878,3.1739,False,40,0.01,10,distance,kd_tree,minkowski,1
5752,0.8281901584653878,3.1874,False,40,0.001,10,distance,kd_tree,minkowski,1
7672,0.8281901584653878,3.1886,False,50,0.01,10,distance,kd_tree,minkowski,1
760,0.8281901584653878,3.229,False,10,0.0001,10,distance,kd_tree,minkowski,1
6100,0.8281901584653878,3.2483,False,40,0.01,9,uniform,kd_tree,minkowski,1
5716,0.8281901584653878,3.2543,False,40,0.001,9,uniform,kd_tree,minkowski,1
7636,0.8281901584653878,3.2691,False,50,0.01,9,uniform,kd_tree,minkowski,1
3064,0.8281901584653878,3.2802,False,20,0.01,10,distance,kd_tree,minkowski,1
4564,0.8281901584653878,3.3429,False,30,0.01,9,uniform,kd_tree,minkowski,1
3028,0.8281901584653878,3.346,False,20,0.01,9,uniform,kd_tree,minkowski,1
1912,0.8281901584653878,3.348,False,20,1e-05,10,distance,kd_tree,minkowski,1
1492,0.8281901584653878,3.3618,False,10,0.01,9,uniform,kd_tree,minkowski,1
1108,0.8281901584653878,3.4166,False,10,0.001,9,uniform,kd_tree,minkowski,1
4943,0.8273561301084237,0.2515,False,40,1e-05,8,distance,auto,minkowski,2
2252,0.8273561301084237,0.2534,False,20,0.0001,8,distance,brute,minkowski,2
716,0.8273561301084237,0.2567,False,10,0.0001,8,distance,brute,minkowski,2
7247,0.8273561301084237,0.2588,False,50,0.001,8,distance,auto,minkowski,2
7244,0.8273561301084237,0.2589,False,50,0.001,8,distance,brute,minkowski,2
2255,0.8273561301084237,0.259,False,20,0.0001,8,distance,auto,minkowski,2
3404,0.8273561301084237,0.259,False,30,1e-05,8,distance,brute,minkowski,2
2636,0.8273561301084237,0.2611,False,20,0.001,8,distance,brute,minkowski,2
2639,0.8273561301084237,0.262,False,20,0.001,8,distance,auto,minkowski,2
3407,0.8273561301084237,0.2636,False,30,1e-05,8,distance,auto,minkowski,2
4940,0.8273561301084237,0.2639,False,40,1e-05,8,distance,brute,minkowski,2
6476,0.8273561301084237,0.2645,False,50,1e-05,8,distance,brute,minkowski,2
1868,0.8273561301084237,0.2666,False,20,1e-05,8,distance,brute,minkowski,2
1871,0.8273561301084237,0.2668,False,20,1e-05,8,distance,auto,minkowski,2
3788,0.8273561301084237,0.2675,False,30,0.0001,8,distance,brute,minkowski,2
3023,0.8273561301084237,0.2693,False,20,0.01,8,distance,auto,minkowski,2
3791,0.8273561301084237,0.2696,False,30,0.0001,8,distance,auto,minkowski,2
6479,0.8273561301084237,0.2714,False,50,1e-05,8,distance,auto,minkowski,2
332,0.8273561301084237,0.2722,False,10,1e-05,8,distance,brute,minkowski,2
4556,0.8273561301084237,0.2722,False,30,0.01,8,distance,brute,minkowski,2
3020,0.8273561301084237,0.2729,False,20,0.01,8,distance,brute,minkowski,2
6860,0.8273561301084237,0.2755,False,50,0.0001,8,distance,brute,minkowski,2
335,0.8273561301084237,0.2756,False,10,1e-05,8,distance,auto,minkowski,2
1484,0.8273561301084237,0.2845,False,10,0.01,8,distance,brute,minkowski,2
719,0.8273561301084237,0.2852,False,10,0.0001,8,distance,auto,minkowski,2
5711,0.8273561301084237,0.2853,False,40,0.001,8,distance,auto,minkowski,2
4172,0.8273561301084237,0.2855,False,30,0.001,8,distance,brute,minkowski,2
5327,0.8273561301084237,0.2858,False,40,0.0001,8,distance,auto,minkowski,2
5708,0.8273561301084237,0.286,False,40,0.001,8,distance,brute,minkowski,2
4175,0.8273561301084237,0.2862,False,30,0.001,8,distance,auto,minkowski,2
