,score,elapsedTime,transformApplied,maxIterations,convergTol,n_neighbors,weight,algorithm,metric,power
6999,0.5904920767306089,2.0746,True,50,0.001,6,distance,kd_tree,chebyshev,-1
3927,0.5904920767306089,2.077,True,30,0.001,6,distance,kd_tree,chebyshev,-1
3543,0.5904920767306089,2.0869,True,30,0.0001,6,distance,kd_tree,chebyshev,-1
2007,0.5904920767306089,2.095,True,20,0.0001,6,distance,kd_tree,chebyshev,-1
1623,0.5904920767306089,2.0958,True,20,1e-05,6,distance,kd_tree,chebyshev,-1
1236,0.5904920767306089,2.1041,True,10,0.01,6,distance,ball_tree,chebyshev,-1
2775,0.5904920767306089,2.1049,True,20,0.01,6,distance,kd_tree,chebyshev,-1
852,0.5904920767306089,2.1055,True,10,0.001,6,distance,ball_tree,chebyshev,-1
3159,0.5904920767306089,2.1176,True,30,1e-05,6,distance,kd_tree,chebyshev,-1
7455,0.5904920767306089,2.1279,True,50,0.01,9,distance,kd_tree,chebyshev,-1
3231,0.5904920767306089,2.1363,True,30,1e-05,9,distance,kd_tree,chebyshev,-1
3999,0.5904920767306089,2.1398,True,30,0.001,9,distance,kd_tree,chebyshev,-1
2079,0.5904920767306089,2.1452,True,20,0.0001,9,distance,kd_tree,chebyshev,-1
7071,0.5904920767306089,2.1495,True,50,0.001,9,distance,kd_tree,chebyshev,-1
6303,0.5904920767306089,2.1513,True,50,1e-05,9,distance,kd_tree,chebyshev,-1
5079,0.5904920767306089,2.1526,True,40,0.0001,6,distance,kd_tree,chebyshev,-1
2463,0.5904920767306089,2.1594,True,20,0.001,9,distance,kd_tree,chebyshev,-1
1239,0.5904920767306089,2.1673,True,10,0.01,6,distance,kd_tree,chebyshev,-1
159,0.5904920767306089,2.1674,True,10,1e-05,9,distance,kd_tree,chebyshev,-1
3615,0.5904920767306089,2.1686,True,30,0.0001,9,distance,kd_tree,chebyshev,-1
6687,0.5904920767306089,2.1717,True,50,0.0001,9,distance,kd_tree,chebyshev,-1
87,0.5904920767306089,2.1836,True,10,1e-05,6,distance,kd_tree,chebyshev,-1
5076,0.5904920767306089,2.1846,True,40,0.0001,6,distance,ball_tree,chebyshev,-1
2847,0.5904920767306089,2.2047,True,20,0.01,9,distance,kd_tree,chebyshev,-1
4695,0.5904920767306089,2.2088,True,40,1e-05,6,distance,kd_tree,chebyshev,-1
4767,0.5904920767306089,2.2418,True,40,1e-05,9,distance,kd_tree,chebyshev,-1
5919,0.5904920767306089,2.2598,True,40,0.01,9,distance,kd_tree,chebyshev,-1
471,0.5904920767306089,2.273,True,10,0.0001,6,distance,kd_tree,chebyshev,-1
5463,0.5904920767306089,2.2732,True,40,0.001,6,distance,kd_tree,chebyshev,-1
855,0.5904920767306089,2.2771,True,10,0.001,6,distance,kd_tree,chebyshev,-1
6231,0.5904920767306089,2.2776,True,50,1e-05,6,distance,kd_tree,chebyshev,-1
6228,0.5904920767306089,2.2989,True,50,1e-05,6,distance,ball_tree,chebyshev,-1
1695,0.5904920767306089,2.3168,True,20,1e-05,9,distance,kd_tree,chebyshev,-1
927,0.5904920767306089,2.3268,True,10,0.001,9,distance,kd_tree,chebyshev,-1
4383,0.5904920767306089,2.3319,True,30,0.01,9,distance,kd_tree,chebyshev,-1
543,0.5904920767306089,2.3534,True,10,0.0001,9,distance,kd_tree,chebyshev,-1
5151,0.5904920767306089,2.3685,True,40,0.0001,9,distance,kd_tree,chebyshev,-1
5844,0.5904920767306089,2.3855,True,40,0.01,6,distance,ball_tree,chebyshev,-1
5922,0.5904920767306089,2.3956,True,40,0.01,9,distance,brute,chebyshev,-1
468,0.5904920767306089,2.3986,True,10,0.0001,6,distance,ball_tree,chebyshev,-1
4311,0.5904920767306089,2.4066,True,30,0.01,6,distance,kd_tree,chebyshev,-1
5847,0.5904920767306089,2.4303,True,40,0.01,6,distance,kd_tree,chebyshev,-1
1311,0.5904920767306089,2.4315,True,10,0.01,9,distance,kd_tree,chebyshev,-1
4308,0.5904920767306089,2.4527,True,30,0.01,6,distance,ball_tree,chebyshev,-1
5460,0.5904920767306089,2.6178,True,40,0.001,6,distance,ball_tree,chebyshev,-1
2391,0.5904920767306089,2.7871,True,20,0.001,6,distance,kd_tree,chebyshev,-1
5535,0.5904920767306089,2.838,True,40,0.001,9,distance,kd_tree,chebyshev,-1
6810,0.5896580483736447,1.654,False,50,0.0001,6,distance,brute,chebyshev,-1
7197,0.5896580483736447,1.6601,False,50,0.001,6,distance,auto,chebyshev,-1
6813,0.5896580483736447,1.663,False,50,0.0001,6,distance,auto,chebyshev,-1
7194,0.5896580483736447,1.666,False,50,0.001,6,distance,brute,chebyshev,-1
6429,0.5896580483736447,1.6744,False,50,1e-05,6,distance,auto,chebyshev,-1
2202,0.5896580483736447,1.6745,False,20,0.0001,6,distance,brute,chebyshev,-1
2205,0.5896580483736447,1.6766,False,20,0.0001,6,distance,auto,chebyshev,-1
2586,0.5896580483736447,1.6792,False,20,0.001,6,distance,brute,chebyshev,-1
4953,0.5896580483736447,1.6824,False,40,1e-05,9,uniform,auto,chebyshev,-1
285,0.5896580483736447,1.6834,False,10,1e-05,6,distance,auto,chebyshev,-1
2649,0.5896580483736447,1.6839,False,20,0.001,9,uniform,auto,chebyshev,-1
6486,0.5896580483736447,1.6844,False,50,1e-05,9,uniform,brute,chebyshev,-1
6870,0.5896580483736447,1.6855,False,50,0.0001,9,uniform,brute,chebyshev,-1
2262,0.5896580483736447,1.6857,False,20,0.0001,9,uniform,brute,chebyshev,-1
6426,0.5896580483736447,1.6862,False,50,1e-05,6,distance,brute,chebyshev,-1
282,0.5896580483736447,1.6868,False,10,1e-05,6,distance,brute,chebyshev,-1
3354,0.5896580483736447,1.6876,False,30,1e-05,6,distance,brute,chebyshev,-1
4890,0.5896580483736447,1.6878,False,40,1e-05,6,distance,brute,chebyshev,-1
2589,0.5896580483736447,1.6895,False,20,0.001,6,distance,auto,chebyshev,-1
2265,0.5896580483736447,1.6928,False,20,0.0001,9,uniform,auto,chebyshev,-1
4893,0.5896580483736447,1.6938,False,40,1e-05,6,distance,auto,chebyshev,-1
3798,0.5896580483736447,1.6942,False,30,0.0001,9,uniform,brute,chebyshev,-1
3357,0.5896580483736447,1.6954,False,30,1e-05,6,distance,auto,chebyshev,-1
669,0.5896580483736447,1.6962,False,10,0.0001,6,distance,auto,chebyshev,-1
4950,0.5896580483736447,1.6962,False,40,1e-05,9,uniform,brute,chebyshev,-1
6489,0.5896580483736447,1.7014,False,50,1e-05,9,uniform,auto,chebyshev,-1
7254,0.5896580483736447,1.7043,False,50,0.001,9,uniform,brute,chebyshev,-1
7257,0.5896580483736447,1.7043,False,50,0.001,9,uniform,auto,chebyshev,-1
2646,0.5896580483736447,1.7052,False,20,0.001,9,uniform,brute,chebyshev,-1
4566,0.5896580483736447,1.7054,False,30,0.01,9,uniform,brute,chebyshev,-1
6873,0.5896580483736447,1.7068,False,50,0.0001,9,uniform,auto,chebyshev,-1
3741,0.5896580483736447,1.708,False,30,0.0001,6,distance,auto,chebyshev,-1
1878,0.5896580483736447,1.7134,False,20,1e-05,9,uniform,brute,chebyshev,-1
729,0.5896580483736447,1.7162,False,10,0.0001,9,uniform,auto,chebyshev,-1
1881,0.5896580483736447,1.7172,False,20,1e-05,9,uniform,auto,chebyshev,-1
3414,0.5896580483736447,1.7193,False,30,1e-05,9,uniform,brute,chebyshev,-1
1434,0.5896580483736447,1.7206,False,10,0.01,6,distance,brute,chebyshev,-1
3801,0.5896580483736447,1.7245,False,30,0.0001,9,uniform,auto,chebyshev,-1
1818,0.5896580483736447,1.7264,False,20,1e-05,6,distance,brute,chebyshev,-1
3417,0.5896580483736447,1.7286,False,30,1e-05,9,uniform,auto,chebyshev,-1
4569,0.5896580483736447,1.7329,False,30,0.01,9,uniform,auto,chebyshev,-1
345,0.5896580483736447,1.7362,False,10,1e-05,9,uniform,auto,chebyshev,-1
3738,0.5896580483736447,1.7505,False,30,0.0001,6,distance,brute,chebyshev,-1
666,0.5896580483736447,1.754,False,10,0.0001,6,distance,brute,chebyshev,-1
342,0.5896580483736447,1.7598,False,10,1e-05,9,uniform,brute,chebyshev,-1
4125,0.5896580483736447,1.7683,False,30,0.001,6,distance,auto,chebyshev,-1
4509,0.5896580483736447,1.7697,False,30,0.01,6,distance,auto,chebyshev,-1
1437,0.5896580483736447,1.776,False,10,0.01,6,distance,auto,chebyshev,-1
5274,0.5896580483736447,1.7922,False,40,0.0001,6,distance,brute,chebyshev,-1
1053,0.5896580483736447,1.7957,False,10,0.001,6,distance,auto,chebyshev,-1
5277,0.5896580483736447,1.7972,False,40,0.0001,6,distance,auto,chebyshev,-1
1110,0.5896580483736447,1.8065,False,10,0.001,9,uniform,brute,chebyshev,-1
2970,0.5896580483736447,1.8129,False,20,0.01,6,distance,brute,chebyshev,-1
5337,0.5896580483736447,1.8179,False,40,0.0001,9,uniform,auto,chebyshev,-1
5334,0.5896580483736447,1.8193,False,40,0.0001,9,uniform,brute,chebyshev,-1
2973,0.5896580483736447,1.8276,False,20,0.01,6,distance,auto,chebyshev,-1
1821,0.5896580483736447,1.8321,False,20,1e-05,6,distance,auto,chebyshev,-1
1050,0.5896580483736447,1.8334,False,10,0.001,6,distance,brute,chebyshev,-1
4182,0.5896580483736447,1.8379,False,30,0.001,9,uniform,brute,chebyshev,-1
6045,0.5896580483736447,1.8446,False,40,0.01,6,distance,auto,chebyshev,-1
4185,0.5896580483736447,1.8455,False,30,0.001,9,uniform,auto,chebyshev,-1
7581,0.5896580483736447,1.8492,False,50,0.01,6,distance,auto,chebyshev,-1
6042,0.5896580483736447,1.8494,False,40,0.01,6,distance,brute,chebyshev,-1
5718,0.5896580483736447,1.8548,False,40,0.001,9,uniform,brute,chebyshev,-1
1113,0.5896580483736447,1.8605,False,10,0.001,9,uniform,auto,chebyshev,-1
4122,0.5896580483736447,1.865,False,30,0.001,6,distance,brute,chebyshev,-1
7578,0.5896580483736447,1.8666,False,50,0.01,6,distance,brute,chebyshev,-1
6102,0.5896580483736447,1.8738,False,40,0.01,9,uniform,brute,chebyshev,-1
7641,0.5896580483736447,1.8769,False,50,0.01,9,uniform,auto,chebyshev,-1
3030,0.5896580483736447,1.885,False,20,0.01,9,uniform,brute,chebyshev,-1
6105,0.5896580483736447,1.8875,False,40,0.01,9,uniform,auto,chebyshev,-1
5721,0.5896580483736447,1.9001,False,40,0.001,9,uniform,auto,chebyshev,-1
5661,0.5896580483736447,1.9127,False,40,0.001,6,distance,auto,chebyshev,-1
7638,0.5896580483736447,1.9139,False,50,0.01,9,uniform,brute,chebyshev,-1
1494,0.5896580483736447,1.9168,False,10,0.01,9,uniform,brute,chebyshev,-1
1497,0.5896580483736447,1.9245,False,10,0.01,9,uniform,auto,chebyshev,-1
4506,0.5896580483736447,1.9249,False,30,0.01,6,distance,brute,chebyshev,-1
5658,0.5896580483736447,1.946,False,40,0.001,6,distance,brute,chebyshev,-1
3033,0.5896580483736447,2.1293,False,20,0.01,9,uniform,auto,chebyshev,-1
726,0.5896580483736447,2.1862,False,10,0.0001,9,uniform,brute,chebyshev,-1
2175,0.5896580483736447,2.5058,False,20,0.0001,5,distance,kd_tree,chebyshev,-1
3327,0.5896580483736447,2.5322,False,30,1e-05,5,distance,kd_tree,chebyshev,-1
255,0.5896580483736447,2.5506,False,10,1e-05,5,distance,kd_tree,chebyshev,-1
7167,0.5896580483736447,2.5516,False,50,0.001,5,distance,kd_tree,chebyshev,-1
6783,0.5896580483736447,2.5525,False,50,0.0001,5,distance,kd_tree,chebyshev,-1
6399,0.5896580483736447,2.5594,False,50,1e-05,5,distance,kd_tree,chebyshev,-1
3711,0.5896580483736447,2.5925,False,30,0.0001,5,distance,kd_tree,chebyshev,-1
4479,0.5896580483736447,2.6488,False,30,0.01,5,distance,kd_tree,chebyshev,-1
1791,0.5896580483736447,2.6496,False,20,1e-05,5,distance,kd_tree,chebyshev,-1
1407,0.5896580483736447,2.6985,False,10,0.01,5,distance,kd_tree,chebyshev,-1
4095,0.5896580483736447,2.706,False,30,0.001,5,distance,kd_tree,chebyshev,-1
4863,0.5896580483736447,2.7346,False,40,1e-05,5,distance,kd_tree,chebyshev,-1
1023,0.5896580483736447,2.7349,False,10,0.001,5,distance,kd_tree,chebyshev,-1
5247,0.5896580483736447,2.7578,False,40,0.0001,5,distance,kd_tree,chebyshev,-1
639,0.5896580483736447,2.7973,False,10,0.0001,5,distance,kd_tree,chebyshev,-1
6015,0.5896580483736447,2.8417,False,40,0.01,5,distance,kd_tree,chebyshev,-1
5631,0.5896580483736447,2.867,False,40,0.001,5,distance,kd_tree,chebyshev,-1
7551,0.5896580483736447,2.8772,False,50,0.01,5,distance,kd_tree,chebyshev,-1
2559,0.5896580483736447,2.8992,False,20,0.001,5,distance,kd_tree,chebyshev,-1
2943,0.5896580483736447,3.1485,False,20,0.01,5,distance,kd_tree,chebyshev,-1
2178,0.5888240200166805,1.6547,False,20,0.0001,5,distance,brute,chebyshev,-1
7170,0.5888240200166805,1.6557,False,50,0.001,5,distance,brute,chebyshev,-1
6786,0.5888240200166805,1.6558,False,50,0.0001,5,distance,brute,chebyshev,-1
3714,0.5888240200166805,1.6647,False,30,0.0001,5,distance,brute,chebyshev,-1
258,0.5888240200166805,1.665,False,10,1e-05,5,distance,brute,chebyshev,-1
6789,0.5888240200166805,1.67,False,50,0.0001,5,distance,auto,chebyshev,-1
3330,0.5888240200166805,1.6724,False,30,1e-05,5,distance,brute,chebyshev,-1
7173,0.5888240200166805,1.6725,False,50,0.001,5,distance,auto,chebyshev,-1
6405,0.5888240200166805,1.6735,False,50,1e-05,5,distance,auto,chebyshev,-1
6402,0.5888240200166805,1.6755,False,50,1e-05,5,distance,brute,chebyshev,-1
2181,0.5888240200166805,1.6767,False,20,0.0001,5,distance,auto,chebyshev,-1
2565,0.5888240200166805,1.6815,False,20,0.001,5,distance,auto,chebyshev,-1
1794,0.5888240200166805,1.6848,False,20,1e-05,5,distance,brute,chebyshev,-1
645,0.5888240200166805,1.6903,False,10,0.0001,5,distance,auto,chebyshev,-1
2562,0.5888240200166805,1.6915,False,20,0.001,5,distance,brute,chebyshev,-1
3717,0.5888240200166805,1.692,False,30,0.0001,5,distance,auto,chebyshev,-1
1797,0.5888240200166805,1.6924,False,20,1e-05,5,distance,auto,chebyshev,-1
3333,0.5888240200166805,1.6939,False,30,1e-05,5,distance,auto,chebyshev,-1
642,0.5888240200166805,1.7046,False,10,0.0001,5,distance,brute,chebyshev,-1
4866,0.5888240200166805,1.7132,False,40,1e-05,5,distance,brute,chebyshev,-1
4098,0.5888240200166805,1.7325,False,30,0.001,5,distance,brute,chebyshev,-1
4101,0.5888240200166805,1.7419,False,30,0.001,5,distance,auto,chebyshev,-1
1410,0.5888240200166805,1.7428,False,10,0.01,5,distance,brute,chebyshev,-1
5250,0.5888240200166805,1.746,False,40,0.0001,5,distance,brute,chebyshev,-1
261,0.5888240200166805,1.748,False,10,1e-05,5,distance,auto,chebyshev,-1
5253,0.5888240200166805,1.7489,False,40,0.0001,5,distance,auto,chebyshev,-1
5637,0.5888240200166805,1.7513,False,40,0.001,5,distance,auto,chebyshev,-1
1413,0.5888240200166805,1.7622,False,10,0.01,5,distance,auto,chebyshev,-1
4869,0.5888240200166805,1.7684,False,40,1e-05,5,distance,auto,chebyshev,-1
4482,0.5888240200166805,1.7767,False,30,0.01,5,distance,brute,chebyshev,-1
4485,0.5888240200166805,1.7818,False,30,0.01,5,distance,auto,chebyshev,-1
1029,0.5888240200166805,1.8401,False,10,0.001,5,distance,auto,chebyshev,-1
6021,0.5888240200166805,1.8407,False,40,0.01,5,distance,auto,chebyshev,-1
7554,0.5888240200166805,1.8506,False,50,0.01,5,distance,brute,chebyshev,-1
1026,0.5888240200166805,1.852,False,10,0.001,5,distance,brute,chebyshev,-1
5634,0.5888240200166805,1.8531,False,40,0.001,5,distance,brute,chebyshev,-1
6018,0.5888240200166805,1.8539,False,40,0.01,5,distance,brute,chebyshev,-1
7557,0.5888240200166805,1.8588,False,50,0.01,5,distance,auto,chebyshev,-1
2949,0.5888240200166805,1.914,False,20,0.01,5,distance,auto,chebyshev,-1
2946,0.5888240200166805,1.9301,False,20,0.01,5,distance,brute,chebyshev,-1
7527,0.5888240200166805,2.5013,False,50,0.01,4,distance,kd_tree,chebyshev,-1
6759,0.5888240200166805,2.5047,False,50,0.0001,4,distance,kd_tree,chebyshev,-1
2151,0.5888240200166805,2.5126,False,20,0.0001,4,distance,kd_tree,chebyshev,-1
231,0.5888240200166805,2.5255,False,10,1e-05,4,distance,kd_tree,chebyshev,-1
3303,0.5888240200166805,2.5324,False,30,1e-05,4,distance,kd_tree,chebyshev,-1
6375,0.5888240200166805,2.5328,False,50,1e-05,4,distance,kd_tree,chebyshev,-1
4455,0.5888240200166805,2.5342,False,30,0.01,4,distance,kd_tree,chebyshev,-1
2535,0.5888240200166805,2.5347,False,20,0.001,4,distance,kd_tree,chebyshev,-1
999,0.5888240200166805,2.5448,False,10,0.001,4,distance,kd_tree,chebyshev,-1
1767,0.5888240200166805,2.5777,False,20,1e-05,4,distance,kd_tree,chebyshev,-1
3687,0.5888240200166805,2.5955,False,30,0.0001,4,distance,kd_tree,chebyshev,-1
2643,0.5888240200166805,2.5967,False,20,0.001,9,uniform,kd_tree,chebyshev,-1
6483,0.5888240200166805,2.5978,False,50,1e-05,9,uniform,kd_tree,chebyshev,-1
7251,0.5888240200166805,2.599,False,50,0.001,9,uniform,kd_tree,chebyshev,-1
2259,0.5888240200166805,2.6082,False,20,0.0001,9,uniform,kd_tree,chebyshev,-1
339,0.5888240200166805,2.6101,False,10,1e-05,9,uniform,kd_tree,chebyshev,-1
1875,0.5888240200166805,2.643,False,20,1e-05,9,uniform,kd_tree,chebyshev,-1
4947,0.5888240200166805,2.6564,False,40,1e-05,9,uniform,kd_tree,chebyshev,-1
3411,0.5888240200166805,2.6616,False,30,1e-05,9,uniform,kd_tree,chebyshev,-1
6867,0.5888240200166805,2.673,False,50,0.0001,9,uniform,kd_tree,chebyshev,-1
4071,0.5888240200166805,2.6757,False,30,0.001,4,distance,kd_tree,chebyshev,-1
4839,0.5888240200166805,2.7005,False,40,1e-05,4,distance,kd_tree,chebyshev,-1
1383,0.5888240200166805,2.7289,False,10,0.01,4,distance,kd_tree,chebyshev,-1
615,0.5888240200166805,2.7374,False,10,0.0001,4,distance,kd_tree,chebyshev,-1
723,0.5888240200166805,2.7458,False,10,0.0001,9,uniform,kd_tree,chebyshev,-1
3795,0.5888240200166805,2.7702,False,30,0.0001,9,uniform,kd_tree,chebyshev,-1
1491,0.5888240200166805,2.7722,False,10,0.01,9,uniform,kd_tree,chebyshev,-1
5223,0.5888240200166805,2.8272,False,40,0.0001,4,distance,kd_tree,chebyshev,-1
5991,0.5888240200166805,2.8456,False,40,0.01,4,distance,kd_tree,chebyshev,-1
4179,0.5888240200166805,2.8477,False,30,0.001,9,uniform,kd_tree,chebyshev,-1
5607,0.5888240200166805,2.8572,False,40,0.001,4,distance,kd_tree,chebyshev,-1
4563,0.5888240200166805,2.8584,False,30,0.01,9,uniform,kd_tree,chebyshev,-1
6099,0.5888240200166805,2.9024,False,40,0.01,9,uniform,kd_tree,chebyshev,-1
7635,0.5888240200166805,2.9571,False,50,0.01,9,uniform,kd_tree,chebyshev,-1
5715,0.5888240200166805,2.979,False,40,0.001,9,uniform,kd_tree,chebyshev,-1
1107,0.5888240200166805,2.9837,False,10,0.001,9,uniform,kd_tree,chebyshev,-1
5331,0.5888240200166805,3.0603,False,40,0.0001,9,uniform,kd_tree,chebyshev,-1
2919,0.5888240200166805,3.1575,False,20,0.01,4,distance,kd_tree,chebyshev,-1
3027,0.5888240200166805,3.372,False,20,0.01,9,uniform,kd_tree,chebyshev,-1
7143,0.5888240200166805,3.5286,False,50,0.001,4,distance,kd_tree,chebyshev,-1
1644,0.5879899916597164,1.9674,True,20,1e-05,7,distance,ball_tree,chebyshev,-1
3948,0.5879899916597164,1.9939,True,30,0.001,7,distance,ball_tree,chebyshev,-1
5868,0.5879899916597164,2.0115,True,40,0.01,7,distance,ball_tree,chebyshev,-1
7404,0.5879899916597164,2.0121,True,50,0.01,7,distance,ball_tree,chebyshev,-1
6636,0.5879899916597164,2.0154,True,50,0.0001,7,distance,ball_tree,chebyshev,-1
2412,0.5879899916597164,2.0188,True,20,0.001,7,distance,ball_tree,chebyshev,-1
876,0.5879899916597164,2.0201,True,10,0.001,7,distance,ball_tree,chebyshev,-1
108,0.5879899916597164,2.0285,True,10,1e-05,7,distance,ball_tree,chebyshev,-1
2796,0.5879899916597164,2.0423,True,20,0.01,7,distance,ball_tree,chebyshev,-1
2028,0.5879899916597164,2.0606,True,20,0.0001,7,distance,ball_tree,chebyshev,-1
7020,0.5879899916597164,2.0752,True,50,0.001,7,distance,ball_tree,chebyshev,-1
3564,0.5879899916597164,2.0903,True,30,0.0001,7,distance,ball_tree,chebyshev,-1
6252,0.5879899916597164,2.1223,True,50,1e-05,7,distance,ball_tree,chebyshev,-1
4716,0.5879899916597164,2.1679,True,40,1e-05,7,distance,ball_tree,chebyshev,-1
5100,0.5879899916597164,2.1983,True,40,0.0001,7,distance,ball_tree,chebyshev,-1
5484,0.5879899916597164,2.3299,True,40,0.001,7,distance,ball_tree,chebyshev,-1
492,0.5879899916597164,2.4347,True,10,0.0001,7,distance,ball_tree,chebyshev,-1
4332,0.5879899916597164,2.4763,True,30,0.01,7,distance,ball_tree,chebyshev,-1
3180,0.5879899916597164,2.5762,True,30,1e-05,7,distance,ball_tree,chebyshev,-1
1260,0.5879899916597164,2.6659,True,10,0.01,7,distance,ball_tree,chebyshev,-1
6312,0.5871559633027523,1.9902,True,50,1e-05,10,uniform,ball_tree,chebyshev,-1
7080,0.5871559633027523,2.0003,True,50,0.001,10,uniform,ball_tree,chebyshev,-1
7524,0.5871559633027523,2.034,False,50,0.01,4,distance,ball_tree,chebyshev,-1
2088,0.5871559633027523,2.0352,True,20,0.0001,10,uniform,ball_tree,chebyshev,-1
6696,0.5871559633027523,2.0399,True,50,0.0001,10,uniform,ball_tree,chebyshev,-1
7464,0.5871559633027523,2.0408,True,50,0.01,10,uniform,ball_tree,chebyshev,-1
168,0.5871559633027523,2.0453,True,10,1e-05,10,uniform,ball_tree,chebyshev,-1
936,0.5871559633027523,2.049,True,10,0.001,10,uniform,ball_tree,chebyshev,-1
2148,0.5871559633027523,2.0495,False,20,0.0001,4,distance,ball_tree,chebyshev,-1
4860,0.5871559633027523,2.0537,False,40,1e-05,5,distance,ball_tree,chebyshev,-1
6504,0.5871559633027523,2.0608,False,50,1e-05,10,uniform,ball_tree,chebyshev,-1
7164,0.5871559633027523,2.0609,False,50,0.001,5,distance,ball_tree,chebyshev,-1
1704,0.5871559633027523,2.0625,True,20,1e-05,10,uniform,ball_tree,chebyshev,-1
228,0.5871559633027523,2.0718,False,10,1e-05,4,distance,ball_tree,chebyshev,-1
4008,0.5871559633027523,2.0752,True,30,0.001,10,uniform,ball_tree,chebyshev,-1
6396,0.5871559633027523,2.0769,False,50,1e-05,5,distance,ball_tree,chebyshev,-1
2472,0.5871559633027523,2.079,True,20,0.001,10,uniform,ball_tree,chebyshev,-1
3624,0.5871559633027523,2.0838,True,30,0.0001,10,uniform,ball_tree,chebyshev,-1
996,0.5871559633027523,2.0843,False,10,0.001,4,distance,ball_tree,chebyshev,-1
6756,0.5871559633027523,2.0843,False,50,0.0001,4,distance,ball_tree,chebyshev,-1
2280,0.5871559633027523,2.0887,False,20,0.0001,10,uniform,ball_tree,chebyshev,-1
7272,0.5871559633027523,2.0908,False,50,0.001,10,uniform,ball_tree,chebyshev,-1
3300,0.5871559633027523,2.0933,False,30,1e-05,4,distance,ball_tree,chebyshev,-1
6372,0.5871559633027523,2.095,False,50,1e-05,4,distance,ball_tree,chebyshev,-1
2556,0.5871559633027523,2.0954,False,20,0.001,5,distance,ball_tree,chebyshev,-1
2532,0.5871559633027523,2.1026,False,20,0.001,4,distance,ball_tree,chebyshev,-1
1896,0.5871559633027523,2.1119,False,20,1e-05,10,uniform,ball_tree,chebyshev,-1
6888,0.5871559633027523,2.1141,False,50,0.0001,10,uniform,ball_tree,chebyshev,-1
6780,0.5871559633027523,2.1155,False,50,0.0001,5,distance,ball_tree,chebyshev,-1
2172,0.5871559633027523,2.1218,False,20,0.0001,5,distance,ball_tree,chebyshev,-1
3240,0.5871559633027523,2.1289,True,30,1e-05,10,uniform,ball_tree,chebyshev,-1
1788,0.5871559633027523,2.129,False,20,1e-05,5,distance,ball_tree,chebyshev,-1
3432,0.5871559633027523,2.1313,False,30,1e-05,10,uniform,ball_tree,chebyshev,-1
2664,0.5871559633027523,2.1392,False,20,0.001,10,uniform,ball_tree,chebyshev,-1
1764,0.5871559633027523,2.1423,False,20,1e-05,4,distance,ball_tree,chebyshev,-1
4968,0.5871559633027523,2.147,False,40,1e-05,10,uniform,ball_tree,chebyshev,-1
252,0.5871559633027523,2.1547,False,10,1e-05,5,distance,ball_tree,chebyshev,-1
3816,0.5871559633027523,2.1555,False,30,0.0001,10,uniform,ball_tree,chebyshev,-1
3684,0.5871559633027523,2.1688,False,30,0.0001,4,distance,ball_tree,chebyshev,-1
4584,0.5871559633027523,2.1719,False,30,0.01,10,uniform,ball_tree,chebyshev,-1
2856,0.5871559633027523,2.184,True,20,0.01,10,uniform,ball_tree,chebyshev,-1
4068,0.5871559633027523,2.1916,False,30,0.001,4,distance,ball_tree,chebyshev,-1
3708,0.5871559633027523,2.1924,False,30,0.0001,5,distance,ball_tree,chebyshev,-1
1020,0.5871559633027523,2.2256,False,10,0.001,5,distance,ball_tree,chebyshev,-1
3324,0.5871559633027523,2.2276,False,30,1e-05,5,distance,ball_tree,chebyshev,-1
4776,0.5871559633027523,2.2443,True,40,1e-05,10,uniform,ball_tree,chebyshev,-1
1404,0.5871559633027523,2.261,False,10,0.01,5,distance,ball_tree,chebyshev,-1
4452,0.5871559633027523,2.2797,False,30,0.01,4,distance,ball_tree,chebyshev,-1
5244,0.5871559633027523,2.2843,False,40,0.0001,5,distance,ball_tree,chebyshev,-1
744,0.5871559633027523,2.288,False,10,0.0001,10,uniform,ball_tree,chebyshev,-1
360,0.5871559633027523,2.333,False,10,1e-05,10,uniform,ball_tree,chebyshev,-1
1512,0.5871559633027523,2.3517,False,10,0.01,10,uniform,ball_tree,chebyshev,-1
552,0.5871559633027523,2.3651,True,10,0.0001,10,uniform,ball_tree,chebyshev,-1
1128,0.5871559633027523,2.3714,False,10,0.001,10,uniform,ball_tree,chebyshev,-1
5928,0.5871559633027523,2.3726,True,40,0.01,10,uniform,ball_tree,chebyshev,-1
1380,0.5871559633027523,2.3768,False,10,0.01,4,distance,ball_tree,chebyshev,-1
4392,0.5871559633027523,2.3782,True,30,0.01,10,uniform,ball_tree,chebyshev,-1
7140,0.5871559633027523,2.3977,False,50,0.001,4,distance,ball_tree,chebyshev,-1
1320,0.5871559633027523,2.4026,True,10,0.01,10,uniform,ball_tree,chebyshev,-1
612,0.5871559633027523,2.4267,False,10,0.0001,4,distance,ball_tree,chebyshev,-1
5352,0.5871559633027523,2.4699,False,40,0.0001,10,uniform,ball_tree,chebyshev,-1
4476,0.5871559633027523,2.4747,False,30,0.01,5,distance,ball_tree,chebyshev,-1
4836,0.5871559633027523,2.4883,False,40,1e-05,4,distance,ball_tree,chebyshev,-1
5160,0.5871559633027523,2.5396,True,40,0.0001,10,uniform,ball_tree,chebyshev,-1
5220,0.5871559633027523,2.5677,False,40,0.0001,4,distance,ball_tree,chebyshev,-1
6012,0.5871559633027523,2.5878,False,40,0.01,5,distance,ball_tree,chebyshev,-1
7656,0.5871559633027523,2.6017,False,50,0.01,10,uniform,ball_tree,chebyshev,-1
